LAT,LON,YEAR,MO,DY,ALLSKY_SFC_SW_DWN,WD10M,WS10M
29.0,76.25,2021,1,2,1.1853779084347245,98.1,3.42
29.0,76.875,2021,1,2,1.142891696668916,96.3,2.81
29.0,77.5,2021,1,2,1.1455935181601882,82.3,2.21
29.5,75.625,2021,1,2,1.0950249765696765,80.6,3.27
29.5,76.25,2021,1,2,1.0629557914640064,87.1,2.81
29.5,76.875,2021,1,2,1.0814696056304944,83.3,2.31
30.0,75.625,2021,1,2,1.0871762384989867,76.5,2.52
30.0,76.25,2021,1,2,1.0378333135701785,83.9,2.01
30.0,76.875,2021,1,2,0.9611550829863656,85.1,2.03
30.0,77.5,2021,1,2,0.9560039466852488,96.7,2.06
30.5,75.625,2021,1,2,1.192664571771041,65.6,2.0
30.5,76.25,2021,1,2,0.9743789607133776,100.1,1.54
30.5,76.875,2021,1,2,0.8999725409327499,97.0,2.39
28.5,75.5,2021,1,3,1.2662,137.66181699791744,3.834405098821884
28.5,76.5,2021,1,3,1.1179,132.29337750345778,4.533427489711239
28.5,77.5,2021,1,3,0.8064,127.0,3.94
29.5,75.5,2021,1,3,1.0049,125.66701739154492,4.1585167983369535
29.5,76.5,2021,1,3,1.2257,129.33654549613755,4.180000000000001
29.5,77.5,2021,1,3,1.3632,128.0,3.73
30.5,75.5,2021,1,3,0.9509,128.3251854510239,3.5397931733701284
30.5,76.5,2021,1,3,1.9572,128.40463472295875,3.88878445758297
30.5,77.5,2021,1,3,1.7196,119.6,3.17
28.0,75.625,2021,1,3,1.183742940942954,154.5,3.47
28.0,76.25,2021,1,3,1.1188390266685175,136.4,4.57
28.0,76.875,2021,1,3,1.0657177008918464,130.9,4.1
28.0,77.5,2021,1,3,1.0207935898443057,125.9,3.74
28.5,75.625,2021,1,3,1.2240196693980805,137.3,3.69
28.5,76.25,2021,1,3,1.1477325354821717,132.3,4.67
28.5,76.875,2021,1,3,1.0865911396632753,131.0,4.36
29.0,75.625,2021,1,3,1.1478157465635024,126.0,4.22
29.0,76.25,2021,1,3,1.157924144578022,130.1,4.45
29.0,76.875,2021,1,3,1.1336525597947944,130.4,4.28
29.0,77.5,2021,1,3,1.1116844785106206,125.5,3.94
29.5,75.625,2021,1,3,1.0460633921788365,124.8,4.2
29.5,76.25,2021,1,3,1.268412974903352,129.9,4.24
29.5,76.875,2021,1,3,1.3566571500440725,127.4,4.09
30.0,75.625,2021,1,3,1.185504104938948,126.0,3.87
30.0,76.25,2021,1,3,1.356593969816428,130.2,3.91
30.0,76.875,2021,1,3,1.569504259973902,127.5,4.01
30.0,77.5,2021,1,3,1.556866300568466,127.9,3.49
30.5,75.625,2021,1,3,1.08044496416869,127.9,3.39
30.5,76.25,2021,1,3,1.5611639412960507,132.7,3.65
30.5,76.875,2021,1,3,1.6979375139460555,121.3,4.16
28.5,75.5,2021,1,4,1.8226,133.5881761533831,4.611581001431984
28.5,76.5,2021,1,4,1.9241,133.53589675355897,3.54991215363987
28.5,77.5,2021,1,4,2.2315,143.4,2.86
29.5,75.5,2021,1,4,2.137,136.65956429475696,3.8412046377453146
29.5,76.5,2021,1,4,2.7144,140.20250032004785,3.076354915412908
29.5,77.5,2021,1,4,2.5975,150.0,2.51
30.5,75.5,2021,1,4,1.8984,139.28034124709296,3.0782436178063146
30.5,76.5,2021,1,4,2.7847,136.72594669328453,3.094729160731686
30.5,77.5,2021,1,4,2.4466,114.0,2.39
28.0,75.625,2021,1,4,2.0198636178930043,134.1,5.16
28.0,76.25,2021,1,4,2.071920263601996,132.0,4.15
28.0,76.875,2021,1,4,2.1216827669270195,134.3,3.11
28.0,77.5,2021,1,4,2.28906308579623,143.1,2.89
28.5,75.625,2021,1,4,1.9235505109633853,133.5,4.69
28.5,76.25,2021,1,4,2.036958874067419,131.9,3.68
28.5,76.875,2021,1,4,2.2220449265331035,135.3,3.14
29.0,75.625,2021,1,4,2.0946581426477486,134.6,4.38
29.0,76.25,2021,1,4,2.189314575917507,136.1,3.27
29.0,76.875,2021,1,4,2.361014869879837,144.7,2.85
29.0,77.5,2021,1,4,2.3850661312857864,148.8,2.9
29.5,75.625,2021,1,4,2.1469893883240525,136.3,3.9
29.5,76.25,2021,1,4,2.5125239598476834,140.3,3.23
29.5,76.875,2021,1,4,2.574124480331138,141.2,2.68
30.0,75.625,2021,1,4,2.2653327344137715,137.7,3.48
30.0,76.25,2021,1,4,2.4694108333634635,142.6,3.13
30.0,76.875,2021,1,4,2.649796636245008,135.1,2.7
30.0,77.5,2021,1,4,2.5923513662203006,139.2,2.22
30.5,75.625,2021,1,4,2.069581458408281,138.5,2.97
30.5,76.25,2021,1,4,2.53579447930258,143.5,3.1
30.5,76.875,2021,1,4,2.658187032884436,123.6,3.3
28.5,75.5,2021,1,5,1.4004,121.74185876460488,4.208810197643769
28.5,76.5,2021,1,5,1.5084,102.87749711956938,3.464414110654772
28.5,77.5,2021,1,5,1.7654,65.8,3.35
29.5,75.5,2021,1,5,1.2562,118.40850527142273,4.291016455901981
29.5,76.5,2021,1,5,0.8028,97.2648062187969,3.704770919073012
29.5,77.5,2021,1,5,1.1153,41.0,3.65
30.5,75.5,2021,1,5,1.2444,118.85943583639964,4.111349889653339
30.5,76.5,2021,1,5,0.9838,104.14563105459304,4.162663232778332
30.5,77.5,2021,1,5,0.4697,82.4,3.53
28.0,75.625,2021,1,5,1.3206534465022766,132.5,4.01
28.0,76.25,2021,1,5,1.416994145875314,116.3,3.28
28.0,76.875,2021,1,5,1.4583769394257569,101.0,2.93
28.0,77.5,2021,1,5,1.4745151351848342,90.6,2.91
28.5,75.625,2021,1,5,1.3572873842852744,122.1,4.32
28.5,76.25,2021,1,5,1.3633593787245988,107.2,3.48
28.5,76.875,2021,1,5,1.4120816121915172,86.1,3.4
29.0,75.625,2021,1,5,1.2698642915443628,119.5,4.45
29.0,76.25,2021,1,5,1.221706489141395,104.8,3.71
29.0,76.875,2021,1,5,1.2804561333153135,79.9,3.31
29.0,77.5,2021,1,5,1.3523574108517338,38.9,3.82
29.5,75.625,2021,1,5,1.2214395537669234,120.1,4.33
29.5,76.25,2021,1,5,1.0041663085938184,102.9,3.9
29.5,76.875,2021,1,5,1.0194605358257602,78.3,3.15
30.0,75.625,2021,1,5,1.1295035441884045,121.0,4.24
30.0,76.25,2021,1,5,1.0299532520178227,105.4,4.09
30.0,76.875,2021,1,5,0.8491015865208652,87.6,3.48
30.0,77.5,2021,1,5,0.8236489130329947,68.5,3.39
30.5,75.625,2021,1,5,1.187596736183335,121.2,4.05
30.5,76.25,2021,1,5,1.0386732596939767,112.9,4.31
30.5,76.875,2021,1,5,0.838282787027761,100.1,4.4
28.5,75.5,2021,1,6,1.1796,307.7009643002904,2.719533254238936
28.5,76.5,2021,1,6,0.6286,218.0642649283988,1.7531869227331172
28.5,77.5,2021,1,6,1.4309,97.8,1.45
29.5,75.5,2021,1,6,0.7133,76.26536147640157,2.0437798419956543
29.5,76.5,2021,1,6,1.4246,84.02853086417146,1.9837099588449536
29.5,77.5,2021,1,6,2.075,39.2,2.19
30.5,75.5,2021,1,6,1.2919,52.93384283089082,2.0958572872012406
30.5,76.5,2021,1,6,2.1674,81.15602949813079,2.491105937025662
30.5,77.5,2021,1,6,2.25,48.0,2.7
28.0,75.625,2021,1,6,1.0081425548024352,305.8,3.06
28.0,76.25,2021,1,6,1.031207024827238,299.8,2.47
28.0,76.875,2021,1,6,1.0817035621501214,95.9,1.23
28.0,77.5,2021,1,6,1.360028245301868,106.7,1.34
28.5,75.625,2021,1,6,1.0962002743963244,306.6,2.91
28.5,76.25,2021,1,6,0.8502745905379142,293.5,1.75
28.5,76.875,2021,1,6,1.1666178351691847,137.8,1.4
29.0,75.625,2021,1,6,0.973569988608682,323.9,2.26
29.0,76.25,2021,1,6,0.9959200051842336,87.3,1.57
29.0,76.875,2021,1,6,1.3450872780810468,115.7,1.67
29.0,77.5,2021,1,6,1.5284955061357572,50.7,1.74
29.5,75.625,2021,1,6,0.8795331987078543,20.6,1.98
29.5,76.25,2021,1,6,1.287115252362783,88.7,2.03
29.5,76.875,2021,1,6,1.585990264277303,78.2,2.04
30.0,75.625,2021,1,6,1.271059126165042,49.6,2.1
30.0,76.25,2021,1,6,1.492300587812491,79.0,2.21
30.0,76.875,2021,1,6,1.956701572818481,70.3,2.51
30.0,77.5,2021,1,6,2.049245271561582,46.7,2.63
30.5,75.625,2021,1,6,1.340239484944511,43.9,2.03
30.5,76.25,2021,1,6,1.7378588494465173,90.3,2.39
30.5,76.875,2021,1,6,2.061351251535268,75.4,2.82
28.5,75.5,2021,1,7,2.2234,293.86938199139377,2.059638471702416
28.5,76.5,2021,1,7,1.5439,330.12904453599407,2.2469522908092703
28.5,77.5,2021,1,7,1.6466,307.6,2.72
29.5,75.5,2021,1,7,1.1251,327.1993928870377,2.314766627119468
29.5,76.5,2021,1,7,0.8825,316.3364104253816,2.473557238226962
29.5,77.5,2021,1,7,1.8401,298.5,2.43
30.5,75.5,2021,1,7,1.3598,318.7172325889684,2.559914849711706
30.5,76.5,2021,1,7,1.7213,314.8903753829432,2.546706416060748
30.5,77.5,2021,1,7,3.4462,35.3,1.96
28.0,75.625,2021,1,7,1.7019048025455985,2.5,2.09
28.0,76.25,2021,1,7,1.6358332577797563,343.0,2.24
28.0,76.875,2021,1,7,1.583370648779631,331.5,2.6
28.0,77.5,2021,1,7,1.5526438672615974,320.6,2.73
28.5,75.625,2021,1,7,1.9592930520976537,347.9,2.03
28.5,76.25,2021,1,7,1.5339482170625611,333.4,2.12
28.5,76.875,2021,1,7,1.5102210680087822,320.7,2.44
29.0,75.625,2021,1,7,1.5182466219833723,335.3,2.11
29.0,76.25,2021,1,7,1.3896817418566307,324.0,2.25
29.0,76.875,2021,1,7,1.4456582232734452,309.9,2.5
29.0,77.5,2021,1,7,1.5795246404321217,300.5,2.57
29.5,75.625,2021,1,7,1.219052590467031,327.5,2.31
29.5,76.25,2021,1,7,1.1270652718897047,318.7,2.43
29.5,76.875,2021,1,7,1.3608654590298508,306.4,2.49
30.0,75.625,2021,1,7,1.262565824364144,323.7,2.46
30.0,76.25,2021,1,7,1.2791435971079563,318.2,2.77
30.0,76.875,2021,1,7,1.8900063698302525,302.4,2.5
30.0,77.5,2021,1,7,2.228680956294602,287.1,2.08
30.5,75.625,2021,1,7,1.3433640746557638,318.1,2.52
30.5,76.25,2021,1,7,1.471743927637918,315.6,2.77
30.5,76.875,2021,1,7,2.0642501390237187,319.1,2.09
28.5,75.5,2021,1,8,1.6939,38.519573651186505,1.9477863240472448
28.5,76.5,2021,1,8,1.2826,35.57356424360827,1.734576296299427
28.5,77.5,2021,1,8,1.3214,314.4,1.89
29.5,75.5,2021,1,8,2.0479,297.51741914731554,1.9482530698083085
29.5,76.5,2021,1,8,2.3503,270.0327318668967,2.042473305896636
29.5,77.5,2021,1,8,2.6894,322.7,1.95
30.5,75.5,2021,1,8,2.5622,323.9058701231717,1.7744783914349511
30.5,76.5,2021,1,8,3.2023,236.0572806577334,1.8527285018575543
30.5,77.5,2021,1,8,3.7829,147.3,1.32
28.0,75.625,2021,1,8,1.7430400430593311,66.3,1.68
28.0,76.25,2021,1,8,1.5587882086646254,93.5,1.8
28.0,76.875,2021,1,8,1.5266741610431138,65.9,1.71
28.0,77.5,2021,1,8,1.6732220877733464,347.0,1.58
28.5,75.625,2021,1,8,1.728360920508491,36.4,2.04
28.5,76.25,2021,1,8,1.591809350308937,44.6,1.65
28.5,76.875,2021,1,8,1.655226814987146,6.1,1.72
29.0,75.625,2021,1,8,1.852476002748064,15.3,2.04
29.0,76.25,2021,1,8,1.8372924917993565,1.4,1.88
29.0,76.875,2021,1,8,1.899300101457168,330.7,2.02
29.0,77.5,2021,1,8,1.947011238912853,319.9,1.9
29.5,75.625,2021,1,8,2.0932530527123427,351.1,1.94
29.5,76.25,2021,1,8,2.266097102736322,332.6,2.08
29.5,76.875,2021,1,8,2.405777401047947,322.8,2.07
30.0,75.625,2021,1,8,2.464504705325531,334.7,1.8
30.0,76.25,2021,1,8,2.595913879514288,320.1,2.08
30.0,76.875,2021,1,8,2.9779333376823423,314.5,1.86
30.0,77.5,2021,1,8,3.0940485351366807,316.8,1.46
30.5,75.625,2021,1,8,2.567870920130964,323.6,1.7
30.5,76.25,2021,1,8,2.835782517879491,313.2,1.93
30.5,76.875,2021,1,8,3.152104811908248,16.9,1.58
28.5,75.5,2021,1,9,1.6987,293.96862652454064,2.805233372880531
28.5,76.5,2021,1,9,1.4251,333.1043114770277,2.7682213808865197
28.5,77.5,2021,1,9,1.985,315.3,2.88
29.5,75.5,2021,1,9,1.7986,333.93222714160186,3.1159564294756987
29.5,76.5,2021,1,9,2.2937,323.83089611346327,3.19565076360309
29.5,77.5,2021,1,9,2.5164,309.9,3.16
30.5,75.5,2021,1,9,1.4237,324.72668897670496,3.0870255799711064
30.5,76.5,2021,1,9,2.6587,318.4166772473671,2.8789706220297635
30.5,77.5,2021,1,9,3.883,309.8,1.84
28.0,75.625,2021,1,9,1.7316552577211708,0.5,2.68
28.0,76.25,2021,1,9,1.725335759962127,342.8,2.5
28.0,76.875,2021,1,9,1.771616263111126,328.1,2.65
28.0,77.5,2021,1,9,1.9910043900829235,317.8,2.69
28.5,75.625,2021,1,9,1.7202128747982386,347.2,2.8
28.5,76.25,2021,1,9,1.637146301125881,334.8,2.75
28.5,76.875,2021,1,9,1.860492269146908,325.2,2.82
29.0,75.625,2021,1,9,1.78612397053539,339.9,2.99
29.0,76.25,2021,1,9,1.817006869296992,331.4,3.0
29.0,76.875,2021,1,9,2.030975785658585,321.7,3.03
29.0,77.5,2021,1,9,2.129781650101084,314.3,3.06
29.5,75.625,2021,1,9,1.8071100675644507,334.8,3.13
29.5,76.25,2021,1,9,2.13577349853698,326.2,3.18
29.5,76.875,2021,1,9,2.27493321807942,317.3,3.22
30.0,75.625,2021,1,9,1.9038530086829717,329.7,3.14
30.0,76.25,2021,1,9,2.1450742418542923,320.7,3.39
30.0,76.875,2021,1,9,2.793437620557083,310.1,3.12
30.0,77.5,2021,1,9,2.976126204569726,304.5,2.5
30.5,75.625,2021,1,9,1.6476382650631896,324.9,3.03
30.5,76.25,2021,1,9,2.2801742272301158,319.8,3.1
30.5,76.875,2021,1,9,2.90600641855974,319.8,2.06
28.5,75.5,2021,1,10,3.2299,331.2261229272304,2.8950451910371977
28.5,76.5,2021,1,10,2.9846,316.57383438512034,3.3919313397314736
28.5,77.5,2021,1,10,3.083,303.7,4.16
29.5,75.5,2021,1,10,2.9304,322.6606164693917,3.247786324047244
29.5,76.5,2021,1,10,3.0449,313.1883768633621,3.773232866937653
29.5,77.5,2021,1,10,1.9346,296.5,4.22
30.5,75.5,2021,1,10,2.8445,316.7466489644623,3.3634449686986243
30.5,76.5,2021,1,10,2.2303,314.68707074934883,3.6833362730660695
30.5,77.5,2021,1,10,2.8598,300.6,2.14
28.0,75.625,2021,1,10,3.0983532724180987,342.7,2.76
28.0,76.25,2021,1,10,3.074135142871953,324.4,3.14
28.0,76.875,2021,1,10,3.0634582335224727,316.8,3.73
28.0,77.5,2021,1,10,2.8704661118567323,311.4,3.98
28.5,75.625,2021,1,10,3.164068281770407,332.0,2.84
28.5,76.25,2021,1,10,3.03277448069755,317.2,3.24
28.5,76.875,2021,1,10,2.872800590973203,310.3,3.77
29.0,75.625,2021,1,10,3.0580209013723296,326.2,3.02
29.0,76.25,2021,1,10,3.0397839570923404,316.7,3.42
29.0,76.875,2021,1,10,2.7929029037721405,307.2,3.93
29.0,77.5,2021,1,10,2.665147148304005,299.2,4.19
29.5,75.625,2021,1,10,2.9612074932168326,323.6,3.23
29.5,76.25,2021,1,10,2.907218272129512,315.6,3.61
29.5,76.875,2021,1,10,2.622105248421248,306.0,4.17
30.0,75.625,2021,1,10,2.8029093992030054,320.1,3.3
30.0,76.25,2021,1,10,2.733238137301549,315.0,3.9
30.0,76.875,2021,1,10,2.5321902916628574,303.7,4.33
30.0,77.5,2021,1,10,2.471487685447737,290.6,3.2
30.5,75.625,2021,1,10,2.801709574413791,316.2,3.24
30.5,76.25,2021,1,10,2.5356844997582537,316.6,3.75
30.5,76.875,2021,1,10,2.481362984418041,318.2,3.05
28.5,75.5,2021,1,11,3.7596,310.1832724675372,3.195128155417051
28.5,76.5,2021,1,11,3.0336,306.914731778775,3.748059195241865
28.5,77.5,2021,1,11,3.0634,300.9,4.38
29.5,75.5,2021,1,11,2.8757,305.63117496696714,3.463110079002172
29.5,76.5,2021,1,11,3.4195,304.74228952907856,3.977169885685124
29.5,77.5,2021,1,11,2.7744,294.2,4.42
30.5,75.5,2021,1,11,2.5442,306.5898315530848,3.425107933443458
30.5,76.5,2021,1,11,3.3149,311.30664221089535,3.8855464999320657
30.5,77.5,2021,1,11,3.7512,298.7,2.58
28.0,75.625,2021,1,11,3.3992952028642804,325.5,2.92
28.0,76.25,2021,1,11,3.285151150882613,314.7,3.58
28.0,76.875,2021,1,11,3.2209435212844,310.7,3.97
28.0,77.5,2021,1,11,3.058105309158496,306.6,4.01
28.5,75.625,2021,1,11,3.5793288754222385,308.4,3.15
28.5,76.25,2021,1,11,3.2047919656395263,305.7,3.67
28.5,76.875,2021,1,11,3.0648689559088043,305.0,3.99
29.0,75.625,2021,1,11,3.2868249100155844,305.3,3.33
29.0,76.25,2021,1,11,3.261421460108749,304.7,3.73
29.0,76.875,2021,1,11,3.091652758860557,302.0,4.11
29.0,77.5,2021,1,11,3.0139690783194526,297.4,4.45
29.5,75.625,2021,1,11,2.980811585620489,305.7,3.43
29.5,76.25,2021,1,11,3.2543935140799998,305.6,3.86
29.5,76.875,2021,1,11,3.176569473223754,301.5,4.29
30.0,75.625,2021,1,11,2.93234067389964,305.7,3.46
30.0,76.25,2021,1,11,3.115616386866347,307.7,4.02
30.0,76.875,2021,1,11,3.3214230717537534,300.7,4.4
30.0,77.5,2021,1,11,3.295061374212745,287.1,3.37
30.5,75.625,2021,1,11,2.715812782009765,305.7,3.27
30.5,76.25,2021,1,11,3.1350608445735797,312.3,3.81
30.5,76.875,2021,1,11,3.370705201655524,318.6,3.6
28.5,75.5,2021,1,12,4.2432,299.9078981584604,3.3661297759299487
28.5,76.5,2021,1,12,3.4721,299.87818628263744,3.794154613623325
28.5,77.5,2021,1,12,3.2993,297.4,4.14
29.5,75.5,2021,1,12,2.7907,302.0835086957724,3.364766627119468
29.5,76.5,2021,1,12,2.8344,302.08610626433693,3.857234759942986
29.5,77.5,2021,1,12,2.4696,291.8,4.32
30.5,75.5,2021,1,12,3.2232,308.2239497137573,3.3118980468091834
30.5,76.5,2021,1,12,2.5834,313.59825125529414,4.032641476418591
30.5,77.5,2021,1,12,3.2587,300.6,3.02
28.0,75.625,2021,1,12,3.63415866384554,308.7,3.12
28.0,76.25,2021,1,12,3.543694191497133,304.3,3.7
28.0,76.875,2021,1,12,3.447863840277328,304.2,3.95
28.0,77.5,2021,1,12,3.139803089474819,302.9,3.87
28.5,75.625,2021,1,12,3.9325037862261936,298.2,3.36
28.5,76.25,2021,1,12,3.45300420208512,298.1,3.77
28.5,76.875,2021,1,12,3.1872384757491448,299.9,3.95
29.0,75.625,2021,1,12,3.3938864958580464,299.4,3.36
29.0,76.25,2021,1,12,3.2924678928820232,299.4,3.71
29.0,76.875,2021,1,12,3.03538756405564,297.8,3.96
29.0,77.5,2021,1,12,2.9675137680879864,293.4,4.2
29.5,75.625,2021,1,12,2.963281594001005,302.0,3.32
29.5,76.25,2021,1,12,2.877966684915904,302.1,3.72
29.5,76.875,2021,1,12,2.798304581326612,299.9,4.16
30.0,75.625,2021,1,12,2.906100185841328,305.1,3.31
30.0,76.25,2021,1,12,2.822988240235048,308.0,3.86
30.0,76.875,2021,1,12,2.7769734493317024,301.6,4.42
30.0,77.5,2021,1,12,2.8161751116232896,282.7,3.54
30.5,75.625,2021,1,12,3.089750287267861,307.7,3.16
30.5,76.25,2021,1,12,2.761117565850425,316.1,3.77
30.5,76.875,2021,1,12,2.784853907690267,320.8,4.31
28.5,75.5,2021,1,13,4.278,301.0302574488242,1.6360468115500952
28.5,76.5,2021,1,13,3.2155,303.6144074074857,2.7184389757623726
28.5,77.5,2021,1,13,3.0108,299.4,3.67
29.5,75.5,2021,1,13,2.8013,304.45218537491445,2.530715638900625
29.5,76.5,2021,1,13,2.9539,306.0159346136656,3.507832135339348
29.5,77.5,2021,1,13,3.4277,295.2,4.08
30.5,75.5,2021,1,13,3.0199,309.7022453297768,3.030829207918982
30.5,76.5,2021,1,13,2.8517,316.0841048150406,3.9758463877335513
30.5,77.5,2021,1,13,3.7769,308.6,2.89
28.0,75.625,2021,1,13,3.607500186544007,315.8,1.2
28.0,76.25,2021,1,13,3.4143221970563866,309.1,2.24
28.0,76.875,2021,1,13,3.2875782547757924,307.7,2.96
28.0,77.5,2021,1,13,3.115144418730017,305.8,3.07
28.5,75.625,2021,1,13,3.940365302024894,297.7,1.52
28.5,76.25,2021,1,13,3.332557819034129,301.6,2.51
28.5,76.875,2021,1,13,3.15063157290752,303.1,3.19
29.0,75.625,2021,1,13,3.3857106510602653,299.6,1.95
29.0,76.25,2021,1,13,3.258846770323553,303.4,2.96
29.0,76.875,2021,1,13,3.143696989420809,301.1,3.59
29.0,77.5,2021,1,13,3.177671763406851,295.3,3.92
29.5,75.625,2021,1,13,2.968149985859033,304.6,2.46
29.5,76.25,2021,1,13,2.9471872540317667,305.9,3.35
29.5,76.875,2021,1,13,3.101690004223914,304.4,4.01
30.0,75.625,2021,1,13,2.9079607497049564,307.7,2.84
30.0,76.25,2021,1,13,2.9057857013045907,311.3,3.66
30.0,76.875,2021,1,13,3.2095141887763363,304.2,4.32
30.0,77.5,2021,1,13,3.3861426124347247,280.9,3.11
30.5,75.625,2021,1,13,2.9777597790638444,308.4,2.89
30.5,76.25,2021,1,13,2.8915530574070933,319.1,3.63
30.5,76.875,2021,1,13,3.1928769726557555,321.9,4.5
28.5,75.5,2021,1,14,3.7562,106.0979698276758,1.8808208563641051
28.5,76.5,2021,1,14,3.1901,205.3957703713252,1.3649236396910045
28.5,77.5,2021,1,14,2.8171,306.3,1.75
29.5,75.5,2021,1,14,2.2771,130.51517318906255,1.3976278129820787
29.5,76.5,2021,1,14,2.0815,326.3863497946474,1.6659656698657364
29.5,77.5,2021,1,14,2.6702,301.1,1.99
30.5,75.5,2021,1,14,1.86,334.84528194613154,1.7915017004108722
30.5,76.5,2021,1,14,2.5958,321.1558036986068,2.347503646086715
30.5,77.5,2021,1,14,3.7289,288.5,2.01
28.0,75.625,2021,1,14,3.154977356769385,115.6,2.17
28.0,76.25,2021,1,14,3.102156499606453,115.2,1.73
28.0,76.875,2021,1,14,2.9996287164709083,306.5,1.28
28.0,77.5,2021,1,14,2.7752248592186795,311.2,1.29
28.5,75.625,2021,1,14,3.4462184432493377,108.0,1.98
28.5,76.25,2021,1,14,3.04213018912132,98.9,1.39
28.5,76.875,2021,1,14,2.8470673026193967,322.0,1.24
29.0,75.625,2021,1,14,2.887783528863176,93.7,1.52
29.0,76.25,2021,1,14,2.781582607929938,359.9,1.13
29.0,76.875,2021,1,14,2.683089671564729,305.1,1.45
29.0,77.5,2021,1,14,2.710322517156662,294.4,2.02
29.5,75.625,2021,1,14,2.3517135921858605,53.1,1.34
29.5,76.25,2021,1,14,2.333815172354042,327.0,1.46
29.5,76.875,2021,1,14,2.4824379880580434,307.0,2.05
30.0,75.625,2021,1,14,2.1599425006014346,351.5,1.47
30.0,76.25,2021,1,14,2.2352605227730704,320.4,2.09
30.0,76.875,2021,1,14,2.716134267501856,295.9,2.2
30.0,77.5,2021,1,14,2.933517269542608,217.9,1.76
30.5,75.625,2021,1,14,1.9905590341912751,334.2,1.73
30.5,76.25,2021,1,14,2.3515574636469525,326.5,2.38
30.5,76.875,2021,1,14,2.826257498987937,328.8,2.56
28.5,75.5,2021,1,15,3.5494,77.56438010625845,1.9923647693233784
28.5,76.5,2021,1,15,2.5735,50.14679030663942,1.469143127572191
28.5,77.5,2021,1,15,3.0425,305.2,1.66
29.5,75.5,2021,1,15,2.4218,109.07562760716462,1.7023944401015467
29.5,76.5,2021,1,15,2.5368,270.9527482365673,1.845141234566858
29.5,77.5,2021,1,15,3.0602,302.5,1.95
30.5,75.5,2021,1,15,2.1703,340.0788311928485,1.8320962108065408
30.5,76.5,2021,1,15,2.9558,328.9470822796461,2.1037457662589243
30.5,77.5,2021,1,15,3.9022,282.2,1.77
28.0,75.625,2021,1,15,2.9980626745738146,97.2,1.75
28.0,76.25,2021,1,15,2.900788891228145,107.5,1.46
28.0,76.875,2021,1,15,2.867602490429665,92.7,1.33
