LAT,LON,YEAR,MO,DY,ALLSKY_SFC_SW_DWN,WD10M,WS10M
30.0,77.5,2022,7,10,4.20555485902141,138.0,2.62
30.5,75.625,2022,7,10,4.275066371462203,138.4,2.9
30.5,76.25,2022,7,10,4.106183957460393,136.9,2.66
30.5,76.875,2022,7,10,4.184086345089417,145.1,3.02
28.5,75.5,2022,7,11,6.2093,134.5569133120716,1.394962226657344
28.5,76.5,2022,7,11,5.6258,67.54848020215097,1.6053588294427117
28.5,77.5,2022,7,11,5.9141,30.3,2.22
29.5,75.5,2022,7,11,6.1162,173.19420619080913,1.6725752042503386
29.5,76.5,2022,7,11,6.6535,215.74969483158145,1.2719408047581362
29.5,77.5,2022,7,11,6.2722,342.0,1.71
30.5,75.5,2022,7,11,5.8406,181.02352009961436,1.82480692719917
30.5,76.5,2022,7,11,6.7502,202.22126495797693,1.4570611065579178
30.5,77.5,2022,7,11,5.9875,219.4,2.06
28.0,75.625,2022,7,11,6.117022728648739,117.4,1.46
28.0,76.25,2022,7,11,5.983423151430561,58.8,1.57
28.0,76.875,2022,7,11,5.96642526996582,40.4,2.05
28.0,77.5,2022,7,11,6.009103611487134,50.4,2.21
28.5,75.625,2022,7,11,6.170270343765335,143.0,1.35
28.5,76.25,2022,7,11,5.930909146311826,63.4,1.49
28.5,76.875,2022,7,11,5.9516458942767,30.3,1.96
29.0,75.625,2022,7,11,6.154933758741603,165.8,1.45
29.0,76.25,2022,7,11,6.148492269248211,141.1,1.37
29.0,76.875,2022,7,11,6.119260850924804,15.8,1.73
29.0,77.5,2022,7,11,6.107519290238435,11.2,2.02
29.5,75.625,2022,7,11,6.15510989166956,172.1,1.74
29.5,76.25,2022,7,11,6.430831914688415,186.0,1.13
29.5,76.875,2022,7,11,6.412137560472212,329.2,1.36
30.0,75.625,2022,7,11,6.223190464865263,176.3,1.99
30.0,76.25,2022,7,11,6.424926203999176,187.8,1.36
30.0,76.875,2022,7,11,6.451041542558879,245.1,1.17
30.0,77.5,2022,7,11,6.306607720782471,285.8,1.71
30.5,75.625,2022,7,11,6.017385010992556,180.4,1.89
30.5,76.25,2022,7,11,6.49485841479807,186.0,1.58
30.5,76.875,2022,7,11,6.466576155927319,210.5,1.51
28.5,75.5,2022,7,12,3.6694,89.71212055439855,1.7474025426660342
28.5,76.5,2022,7,12,2.9887,63.16753625986743,2.118179478730925
28.5,77.5,2022,7,12,3.7778,58.3,2.35
29.5,75.5,2022,7,12,3.149,119.63056785400484,1.679924453314688
29.5,76.5,2022,7,12,3.0622,101.8059333334742,1.4372442249696489
29.5,77.5,2022,7,12,3.317,80.9,1.63
30.5,75.5,2022,7,12,4.1306,158.6051121667083,1.7202426273247795
30.5,76.5,2022,7,12,5.1876,153.80692566190586,1.3690166055272384
30.5,77.5,2022,7,12,4.6757,203.7,1.88
28.0,75.625,2022,7,12,3.3408812628381392,81.0,1.15
28.0,76.25,2022,7,12,3.311972820315694,55.4,1.98
28.0,76.875,2022,7,12,3.34726687894665,52.5,2.4
28.0,77.5,2022,7,12,3.43523282137657,75.2,2.67
28.5,75.625,2022,7,12,3.508549962896786,92.8,1.79
28.5,76.25,2022,7,12,3.1445596804880664,67.0,2.11
28.5,76.875,2022,7,12,3.2547352990465552,50.6,2.45
29.0,75.625,2022,7,12,3.279352269138096,101.3,1.92
29.0,76.25,2022,7,12,3.172342676363696,81.1,1.78
29.0,76.875,2022,7,12,3.254312717415023,59.0,1.95
29.0,77.5,2022,7,12,3.386108579785996,61.7,1.94
29.5,75.625,2022,7,12,3.2740246920637284,120.5,1.67
29.5,76.25,2022,7,12,3.351790219443376,108.1,1.39
29.5,76.875,2022,7,12,3.441546887676146,86.0,1.33
30.0,75.625,2022,7,12,3.803941066426345,142.3,1.68
30.0,76.25,2022,7,12,3.9392123457875456,132.0,1.36
30.0,76.875,2022,7,12,4.068533868524377,126.8,1.15
30.0,77.5,2022,7,12,4.036074134626899,159.1,1.64
30.5,75.625,2022,7,12,4.078240705469875,166.0,1.82
30.5,76.25,2022,7,12,4.469338359818756,160.1,1.48
30.5,76.875,2022,7,12,4.461210326865871,175.2,1.34
28.5,75.5,2022,7,13,5.2073,116.72213675952752,2.4216342950336687
28.5,76.5,2022,7,13,5.3755,102.22872016470473,1.9851087974379271
28.5,77.5,2022,7,13,5.1305,91.4,2.14
29.5,75.5,2022,7,13,5.1641,122.533886429199,2.57937474317377
29.5,76.5,2022,7,13,5.6635,115.88633598535958,2.2040343301342635
29.5,77.5,2022,7,13,4.4292,99.8,2.0
30.5,75.5,2022,7,13,5.6575,128.7444787593621,2.8333564409739864
30.5,76.5,2022,7,13,5.5382,127.42024886011868,2.458939222879149
30.5,77.5,2022,7,13,3.8076,171.7,2.23
28.0,75.625,2022,7,13,5.303376151413087,116.7,1.92
28.0,76.25,2022,7,13,5.333813495813576,99.0,1.81
28.0,76.875,2022,7,13,5.3193239421726775,93.9,1.85
28.0,77.5,2022,7,13,5.141981753564664,100.0,2.16
28.5,75.625,2022,7,13,5.252551717551791,118.1,2.55
28.5,76.25,2022,7,13,5.35945354199875,105.9,2.02
28.5,76.875,2022,7,13,5.222665941780162,92.4,2.0
29.0,75.625,2022,7,13,5.298646378010955,118.5,2.67
29.0,76.25,2022,7,13,5.391727295452244,111.9,2.06
29.0,76.875,2022,7,13,5.195180986807122,99.5,2.02
29.0,77.5,2022,7,13,5.00841441988943,93.0,2.15
29.5,75.625,2022,7,13,5.263242466993003,123.2,2.58
29.5,76.25,2022,7,13,5.516829317948251,119.8,2.21
29.5,76.875,2022,7,13,5.2787891660401165,110.4,2.12
30.0,75.625,2022,7,13,5.475106348534997,125.7,2.74
30.0,76.25,2022,7,13,5.528102239366983,119.3,2.46
30.0,76.875,2022,7,13,4.950830773193022,116.5,2.17
30.0,77.5,2022,7,13,4.576502243311141,124.8,1.98
30.5,75.625,2022,7,13,5.600424893893889,130.9,2.93
30.5,76.25,2022,7,13,5.535573894343781,128.1,2.7
30.5,76.875,2022,7,13,4.944567286896722,138.4,2.27
28.5,75.5,2022,7,14,4.1532,74.30571963224543,3.79052745705729
28.5,76.5,2022,7,14,4.4162,81.58049730215201,3.8225935893856966
28.5,77.5,2022,7,14,5.8051,97.6,4.66
29.5,75.5,2022,7,14,2.8037,85.59404413951938,3.0387198155693724
29.5,76.5,2022,7,14,4.361,82.29791870150811,2.880129748515724
29.5,77.5,2022,7,14,5.7718,96.7,2.74
30.5,75.5,2022,7,14,3.4891,119.03907593927214,2.250609583069106
30.5,76.5,2022,7,14,3.2854,112.2648003326513,2.222728501857554
30.5,77.5,2022,7,14,4.5353,123.1,2.27
28.0,75.625,2022,7,14,4.029558726547316,78.5,3.59
28.0,76.25,2022,7,14,4.579874724578301,84.5,3.8
28.0,76.875,2022,7,14,4.77982475616717,91.7,4.39
28.0,77.5,2022,7,14,5.303249700421593,97.9,4.87
28.5,75.625,2022,7,14,4.072180025184099,72.7,3.88
28.5,76.25,2022,7,14,4.177694432811351,79.3,3.75
28.5,76.875,2022,7,14,4.964886884992731,89.0,4.21
29.0,75.625,2022,7,14,3.786413289235081,73.3,3.65
29.0,76.25,2022,7,14,4.0402107637982585,72.7,3.43
29.0,76.875,2022,7,14,5.002401082428241,83.7,3.42
29.0,77.5,2022,7,14,5.35587256042423,97.5,3.85
29.5,75.625,2022,7,14,3.1451052947711293,85.0,3.04
29.5,76.25,2022,7,14,3.939430807542725,79.1,2.94
29.5,76.875,2022,7,14,4.573050950647641,83.0,2.71
30.0,75.625,2022,7,14,3.37540571790837,104.8,2.49
30.0,76.25,2022,7,14,3.564132994493942,98.0,2.45
30.0,76.875,2022,7,14,4.406526977896497,91.4,2.23
30.0,77.5,2022,7,14,4.742449241533288,99.7,2.21
30.5,75.625,2022,7,14,3.465519688239178,124.8,2.18
30.5,76.25,2022,7,14,3.416283147201618,122.7,2.16
30.5,76.875,2022,7,14,4.1307848278730726,118.7,2.16
28.5,75.5,2022,7,15,4.7827,86.17304742897093,4.748358287271788
28.5,76.5,2022,7,15,6.193,99.52584124359036,5.036887416551408
28.5,77.5,2022,7,15,6.4927,109.8,5.56
29.5,75.5,2022,7,15,3.6785,67.71656548117294,4.532447733703232
29.5,76.5,2022,7,15,6.4354,81.86118390483729,4.4135477732003
29.5,77.5,2022,7,15,7.1664,104.3,3.97
30.5,75.5,2022,7,15,3.5496,62.80868015898374,2.8842828829738134
30.5,76.5,2022,7,15,5.7324,78.07107090055393,2.7454666465059825
30.5,77.5,2022,7,15,6.9478,123.0,2.25
28.0,75.625,2022,7,15,5.170338647779199,93.6,4.73
28.0,76.25,2022,7,15,5.917895147348629,102.7,5.13
28.0,76.875,2022,7,15,6.089473508996479,106.9,5.71
28.0,77.5,2022,7,15,6.528972267511974,108.3,6.1
28.5,75.625,2022,7,15,4.944339263293353,85.3,4.69
28.5,76.25,2022,7,15,5.678204490915546,98.9,4.89
28.5,76.875,2022,7,15,6.446169595645149,106.0,5.3
29.0,75.625,2022,7,15,4.935618194198994,73.6,4.91
29.0,76.25,2022,7,15,5.516634969455642,88.1,4.88
29.0,76.875,2022,7,15,6.540168773675317,99.1,4.84
29.0,77.5,2022,7,15,6.670298091948872,108.0,4.93
29.5,75.625,2022,7,15,4.048623002416572,65.9,4.63
29.5,76.25,2022,7,15,5.803934452093579,77.5,4.58
29.5,76.875,2022,7,15,6.481723397851742,90.9,4.39
30.0,75.625,2022,7,15,4.449761838617002,62.6,3.72
30.0,76.25,2022,7,15,5.138485337545602,71.9,3.61
30.0,76.875,2022,7,15,6.5106251587092645,89.6,3.31
30.0,77.5,2022,7,15,6.756364661074302,108.2,2.77
30.5,75.625,2022,7,15,3.9899422079071942,60.4,2.65
30.5,76.25,2022,7,15,5.187383741318382,70.0,2.47
30.5,76.875,2022,7,15,6.363520917689964,87.4,2.24
28.5,75.5,2022,7,16,4.9154,105.06498721922074,4.040383781381209
28.5,76.5,2022,7,16,3.9646,111.57517229076704,4.05911069044326
28.5,77.5,2022,7,16,3.1966,114.3,4.31
29.5,75.5,2022,7,16,5.4014,92.58079723354057,3.9291568905522674
29.5,76.5,2022,7,16,5.1235,102.90662249654228,3.65618326474159
29.5,77.5,2022,7,16,5.7293,115.7,3.44
30.5,75.5,2022,7,16,6.834,96.79131574240492,2.7896323154390474
30.5,76.5,2022,7,16,7.254,112.74413281719112,2.489787961230143
30.5,77.5,2022,7,16,7.2346,130.2,2.11
28.0,75.625,2022,7,16,4.795397954516464,112.5,4.22
28.0,76.25,2022,7,16,4.254564281117168,116.2,4.2
28.0,76.875,2022,7,16,4.06983856925319,117.9,4.31
28.0,77.5,2022,7,16,4.033434523876188,117.6,4.43
28.5,75.625,2022,7,16,4.874273790477935,104.5,3.99
28.5,76.25,2022,7,16,4.463154730074652,111.7,3.98
28.5,76.875,2022,7,16,4.188162353197091,113.3,4.19
29.0,75.625,2022,7,16,4.950525202723099,95.4,4.11
29.0,76.25,2022,7,16,4.779212255958401,104.1,3.9
29.0,76.875,2022,7,16,4.508489570107561,109.8,4.01
29.0,77.5,2022,7,16,4.488011278243809,114.1,4.13
29.5,75.625,2022,7,16,5.457270150940901,91.1,4.02
29.5,76.25,2022,7,16,5.30403240165274,100.1,3.76
29.5,76.875,2022,7,16,5.429562543073134,108.4,3.71
30.0,75.625,2022,7,16,6.141740863264466,90.7,3.49
30.0,76.25,2022,7,16,6.161553323372924,99.8,3.1
30.0,76.875,2022,7,16,6.317311258254785,110.9,2.89
30.0,77.5,2022,7,16,6.391346217249266,122.8,2.52
30.5,75.625,2022,7,16,6.6292903437410695,95.5,2.67
30.5,76.25,2022,7,16,6.675555208621382,110.9,2.23
30.5,76.875,2022,7,16,6.705522800118343,125.3,2.23
28.5,75.5,2022,7,17,5.7036,104.17620395287534,3.136415757542221
28.5,76.5,2022,7,17,5.1199,106.67387480560976,3.070791998169948
28.5,77.5,2022,7,17,5.2418,108.2,3.32
29.5,75.5,2022,7,17,5.3578,82.15006732824595,3.4604444926774374
29.5,76.5,2022,7,17,5.2375,82.96354915412908,3.1888836305407424
29.5,77.5,2022,7,17,4.2223,93.0,3.01
30.5,75.5,2022,7,17,5.2642,87.62205847079258,2.645655368699178
30.5,76.5,2022,7,17,4.6519,88.26058426503408,2.2999096801903782
30.5,77.5,2022,7,17,4.3344,125.9,1.92
28.0,75.625,2022,7,17,5.44541847935222,120.0,2.68
28.0,76.25,2022,7,17,5.309596472065508,119.9,2.78
28.0,76.875,2022,7,17,5.2699873265233705,122.5,2.87
28.0,77.5,2022,7,17,5.049593455713536,119.6,3.15
28.5,75.625,2022,7,17,5.57859747998733,103.5,3.17
28.5,76.25,2022,7,17,5.272314881117933,107.0,3.07
28.5,76.875,2022,7,17,5.044538670072846,108.9,3.12
29.0,75.625,2022,7,17,5.411595371300613,89.2,3.5
29.0,76.25,2022,7,17,5.313439340925135,89.4,3.29
29.0,76.875,2022,7,17,4.982854549797067,92.7,3.28
29.0,77.5,2022,7,17,4.8700724405375695,98.0,3.38
29.5,75.625,2022,7,17,5.367934140547542,80.6,3.54
29.5,76.25,2022,7,17,5.165760711221259,80.1,3.29
29.5,76.875,2022,7,17,4.865676278408616,85.6,3.19
30.0,75.625,2022,7,17,5.187056745759699,82.9,3.21
30.0,76.25,2022,7,17,5.08491312665022,79.0,2.86
30.0,76.875,2022,7,17,4.652521301370819,83.2,2.59
30.0,77.5,2022,7,17,4.484263474201746,103.8,2.07
30.5,75.625,2022,7,17,5.206613242239184,89.5,2.57
30.5,76.25,2022,7,17,4.9263058674625695,90.4,2.1
30.5,76.875,2022,7,17,4.598357442020442,94.3,2.05
28.5,75.5,2022,7,18,5.171,51.089835440980174,2.780060711296227
28.5,76.5,2022,7,18,5.7614,44.82181371736258,2.6490133790564663
28.5,77.5,2022,7,18,6.4589,78.2,2.56
29.5,75.5,2022,7,18,6.137,79.18875924400129,1.9036746245321745
29.5,76.5,2022,7,18,6.6444,77.93772373457448,1.946984727938201
29.5,77.5,2022,7,18,6.6151,10.2,1.94
30.5,75.5,2022,7,18,7.2766,313.74369993330646,1.43298571633578
30.5,76.5,2022,7,18,7.495,308.85001286703687,1.5659455267413815
30.5,77.5,2022,7,18,6.6228,234.7,2.32
28.0,75.625,2022,7,18,5.668528719112453,56.9,2.48
28.0,76.25,2022,7,18,5.864632195053886,51.8,2.61
28.0,76.875,2022,7,18,6.009988505040002,71.5,2.44
28.0,77.5,2022,7,18,6.357623614318074,97.3,2.94
28.5,75.625,2022,7,18,5.422855473398828,52.7,2.89
28.5,76.25,2022,7,18,5.813475327107459,43.0,2.79
28.5,76.875,2022,7,18,6.202106890569032,50.2,2.51
29.0,75.625,2022,7,18,5.839728780378108,44.2,2.62
29.0,76.25,2022,7,18,5.992790840244864,33.9,2.58
29.0,76.875,2022,7,18,6.349394939914472,27.1,2.54
29.0,77.5,2022,7,18,6.4337574221793306,46.5,2.13
29.5,75.625,2022,7,18,6.20459389273084,30.1,1.88
29.5,76.25,2022,7,18,6.547066607200806,22.4,1.94
29.5,76.875,2022,7,18,6.63182254806856,6.0,1.94
30.0,75.625,2022,7,18,6.829592811803999,355.6,1.26
30.0,76.25,2022,7,18,6.930788332892807,353.4,1.34
30.0,76.875,2022,7,18,6.872056796867857,332.5,1.51
30.0,77.5,2022,7,18,6.758239410214507,306.5,1.87
30.5,75.625,2022,7,18,7.1519660190215095,300.1,1.47
30.5,76.25,2022,7,18,7.184897838429771,301.7,1.54
30.5,76.875,2022,7,18,7.009440894478717,275.5,1.79
28.5,75.5,2022,7,19,5.6976,48.01250513652458,1.914969644351886
28.5,76.5,2022,7,19,5.7295,35.16942825782607,1.967137448556193
28.5,77.5,2022,7,19,5.5956,25.5,1.8
29.5,75.5,2022,7,19,4.9742,290.28286512560766,1.922944150242465
29.5,76.5,2022,7,19,5.1156,272.7380568782818,1.8478740374949412
29.5,77.5,2022,7,19,4.5216,315.6,2.35
30.5,75.5,2022,7,19,6.419,282.35580793373816,2.2160603483954824
30.5,76.5,2022,7,19,6.5801,294.5406246886416,2.309272157016578
30.5,77.5,2022,7,19,4.7815,273.7,2.91
28.0,75.625,2022,7,19,5.509693261869114,64.7,2.02
28.0,76.25,2022,7,19,5.604216784478244,48.1,1.85
28.0,76.875,2022,7,19,5.589262126747252,66.7,1.44
28.0,77.5,2022,7,19,5.386043282141956,127.2,1.26
28.5,75.625,2022,7,19,5.594790857100942,50.4,1.86
28.5,76.25,2022,7,19,5.554607617271339,41.0,1.91
28.5,76.875,2022,7,19,5.429822031538475,29.2,2.21
29.0,75.625,2022,7,19,5.365219363854552,26.3,2.04
29.0,76.25,2022,7,19,5.389381920763741,18.1,1.85
29.0,76.875,2022,7,19,5.262966541808222,3.9,2.23
29.0,77.5,2022,7,19,5.171066735102762,349.9,2.39
29.5,75.625,2022,7,19,5.18207014141112,344.5,1.92
29.5,76.25,2022,7,19,5.366893201695674,334.7,1.76
29.5,76.875,2022,7,19,5.27777850645197,328.5,1.95
30.0,75.625,2022,7,19,5.747777770144269,300.2,1.93
30.0,76.25,2022,7,19,5.78995418944623,305.7,1.89
30.0,76.875,2022,7,19,5.323300773362213,301.9,2.2
30.0,77.5,2022,7,19,5.02122703037075,280.6,2.74
30.5,75.625,2022,7,19,6.2141417788259705,274.1,2.32
30.5,76.25,2022,7,19,6.168992288800435,286.5,2.28
30.5,76.875,2022,7,19,5.58941674325166,294.7,2.7
28.5,75.5,2022,7,20,3.9703,221.42440316008688,2.0631545851694244
28.5,76.5,2022,7,20,3.006,173.74879177152647,1.9490552812120607
28.5,77.5,2022,7,20,2.3633,277.6,1.71
29.5,75.5,2022,7,20,2.8992,206.19421988820795,2.354239170062176
29.5,76.5,2022,7,20,2.8368,237.0741853676113,2.3256507636030905
29.5,77.5,2022,7,20,1.9793,270.7,2.76
30.5,75.5,2022,7,20,4.356,233.2104090642564,3.036719281057974
30.5,76.5,2022,7,20,3.7918,258.8144134194109,2.7090939881753284
30.5,77.5,2022,7,20,2.9069,281.8,2.96
28.0,75.625,2022,7,20,3.4140322438971618,265.6,2.46
28.0,76.25,2022,7,20,3.1179295580307813,283.1,2.27
28.0,76.875,2022,7,20,2.9453896257380623,311.6,2.02
28.0,77.5,2022,7,20,2.504584741402073,290.8,1.83
28.5,75.625,2022,7,20,3.6931130447192304,229.6,1.96
28.5,76.25,2022,7,20,3.1518645382342823,180.3,1.92
28.5,76.875,2022,7,20,2.665991944271694,74.5,1.77
29.0,75.625,2022,7,20,3.2610501103896845,171.8,2.19
29.0,76.25,2022,7,20,3.117901251886132,197.7,1.96
29.0,76.875,2022,7,20,2.5924989092192563,265.5,1.97
29.0,77.5,2022,7,20,2.403093647480648,270.0,2.08
29.5,75.625,2022,7,20,3.118214516810457,205.7,2.3
29.5,76.25,2022,7,20,2.998182429600005,234.9,2.27
29.5,76.875,2022,7,20,2.7847781999743364,261.7,2.41
30.0,75.625,2022,7,20,3.521590113149096,222.9,2.8
30.0,76.25,2022,7,20,3.4342256690677417,244.6,2.69
30.0,76.875,2022,7,20,2.9322994263589064,269.6,2.66
30.0,77.5,2022,7,20,2.7123156054994544,273.1,3.04
30.5,75.625,2022,7,20,4.058998663975032,231.9,3.19
30.5,76.25,2022,7,20,3.666748624899156,246.6,2.75
30.5,76.875,2022,7,20,3.1560315301682933,280.2,2.69
28.5,75.5,2022,7,21,4.6922,216.0203291180396,2.9529367325479225
28.5,76.5,2022,7,21,3.509,227.58916067669676,2.555173671695789
28.5,77.5,2022,7,21,3.5558,130.6,1.57
29.5,75.5,2022,7,21,3.828,189.4203291180396,2.4708431094477312
29.5,76.5,2022,7,21,2.6978,195.1222327389185,1.990931211712335
29.5,77.5,2022,7,21,2.4694,199.3,1.32
30.5,75.5,2022,7,21,4.3262,183.46299206826384,2.425147876642358
30.5,76.5,2022,7,21,3.295,192.20267665058208,2.0766959496772097
30.5,77.5,2022,7,21,2.6143,227.5,2.13
28.0,75.625,2022,7,21,3.998013554895827,235.4,3.16
28.0,76.25,2022,7,21,3.698353930083538,247.5,2.76
28.0,76.875,2022,7,21,3.590949486064454,305.0,2.79
28.0,77.5,2022,7,21,3.2540213853989504,164.9,1.78
28.5,75.625,2022,7,21,4.351385128171434,214.5,2.98
28.5,76.25,2022,7,21,3.6562265730747137,222.0,2.77
28.5,76.875,2022,7,21,3.250158357235719,237.3,2.26
29.0,75.625,2022,7,21,3.868712715861981,198.8,2.76
29.0,76.25,2022,7,21,3.546164192182116,205.7,2.31
29.0,76.875,2022,7,21,3.0635863497628426,206.9,1.81
29.0,77.5,2022,7,21,3.0406587430892453,169.3,1.69
29.5,75.625,2022,7,21,3.833412060911092,188.1,2.48
29.5,76.25,2022,7,21,3.0928278800381377,194.2,2.04
29.5,76.875,2022,7,21,2.8530753780427816,196.2,1.61
30.0,75.625,2022,7,21,3.711428487967532,182.2,2.44
30.0,76.25,2022,7,21,3.41007274357328,185.0,2.13
30.0,76.875,2022,7,21,2.797090586835905,190.1,1.77
30.0,77.5,2022,7,21,2.6823136747931327,215.3,1.64
30.5,75.625,2022,7,21,4.059995026024346,183.1,2.5
30.5,76.25,2022,7,21,3.4670234235875665,186.2,2.2
30.5,76.875,2022,7,21,2.9068979580713057,207.3,2.04
28.5,75.5,2022,7,22,5.0102,96.11519721140668,1.6909483269112118
28.5,76.5,2022,7,22,3.9,91.870955464006,1.971811056242412
28.5,77.5,2022,7,22,4.0678,106.7,2.32
29.5,75.5,2022,7,22,5.0758,131.9359907784686,2.5610920025872934
29.5,76.5,2022,7,22,5.1499,121.90009465026664,2.08345992684017
29.5,77.5,2022,7,22,4.4974,116.9,1.82
30.5,75.5,2022,7,22,5.2786,141.94021765273806,2.557117143758576
30.5,76.5,2022,7,22,5.5082,145.96258351704398,1.909369648839079
30.5,77.5,2022,7,22,4.1892,165.2,1.76
28.0,75.625,2022,7,22,4.775920171506165,1.3,1.65
28.0,76.25,2022,7,22,4.406724968527472,62.8,1.92
28.0,76.875,2022,7,22,4.32511849354383,101.6,2.22
28.0,77.5,2022,7,22,4.246758468290964,118.7,2.23
28.5,75.625,2022,7,22,4.909299862683137,111.4,1.56
28.5,76.25,2022,7,22,4.411508430911203,92.2,1.81
28.5,76.875,2022,7,22,4.221499571507892,95.9,2.17
29.0,75.625,2022,7,22,4.8677097929042095,130.6,2.19
29.0,76.25,2022,7,22,4.723250328313257,114.2,2.09
29.0,76.875,2022,7,22,4.418685262830671,104.5,2.2
29.0,77.5,2022,7,22,4.357490268586769,110.7,2.29
29.5,75.625,2022,7,22,5.095645245344006,132.4,2.66
29.5,76.25,2022,7,22,5.017396614625175,124.6,2.16
29.5,76.875,2022,7,22,4.84386780785386,115.1,1.98
30.0,75.625,2022,7,22,5.228580789397734,136.4,2.8
30.0,76.25,2022,7,22,5.270924520115107,133.7,2.06
30.0,76.875,2022,7,22,4.8968219634220524,129.1,1.68
30.0,77.5,2022,7,22,4.647913502205104,131.7,1.42
30.5,75.625,2022,7,22,5.2753219398398,143.3,2.66
30.5,76.25,2022,7,22,5.367472359817988,148.7,2.0
30.5,76.875,2022,7,22,4.962332106379308,160.2,1.81
28.5,75.5,2022,7,23,3.841,103.4292931485338,4.025851212012218
28.5,76.5,2022,7,23,3.0091,110.11963776860404,4.569101225416596
28.5,77.5,2022,7,23,4.397,115.2,5.28
29.5,75.5,2022,7,23,4.0097,103.38983544098016,3.668253069808309
29.5,76.5,2022,7,23,5.0004,114.43353150426717,3.8632328669376537
29.5,77.5,2022,7,23,5.3904,128.8,4.11
30.5,75.5,2022,7,23,5.4026,105.72648891549156,2.8962532599894404
30.5,76.5,2022,7,23,5.6976,123.23042150413237,2.8423851013365877
30.5,77.5,2022,7,23,5.2855,158.8,2.32
28.0,75.625,2022,7,23,3.830035058548897,102.8,3.8
28.0,76.25,2022,7,23,3.768245509921391,107.7,4.53
28.0,76.875,2022,7,23,3.868149808755142,110.1,5.11
28.0,77.5,2022,7,23,4.337618327807557,110.4,5.59
28.5,75.625,2022,7,23,3.849191973009804,102.7,4.02
28.5,76.25,2022,7,23,3.549895077028953,109.2,4.5
28.5,76.875,2022,7,23,4.017940944656227,112.8,4.96
29.0,75.625,2022,7,23,3.952216214541851,103.1,3.95
29.0,76.25,2022,7,23,3.974357091848137,110.6,4.18
29.0,76.875,2022,7,23,4.394533528395604,115.7,4.59
29.0,77.5,2022,7,23,4.61899934285039,122.0,4.85
29.5,75.625,2022,7,23,4.220618312277701,102.1,3.66
29.5,76.25,2022,7,23,4.646189121095147,112.7,3.8
29.5,76.875,2022,7,23,4.904672279671661,120.5,4.11
30.0,75.625,2022,7,23,4.923668211816483,102.6,3.33
30.0,76.25,2022,7,23,5.102928450813284,113.1,3.32
30.0,76.875,2022,7,23,5.344154836617615,124.1,3.36
30.0,77.5,2022,7,23,5.3413646377878425,139.0,3.1
30.5,75.625,2022,7,23,5.278819413288154,103.5,2.78
30.5,76.25,2022,7,23,5.35691654570724,117.5,2.61
30.5,76.875,2022,7,23,5.437696628246,138.1,2.56
28.5,75.5,2022,7,24,5.5356,106.18343451882704,5.765482266020092
28.5,76.5,2022,7,24,5.0033,107.95488577958436,5.445173671695789
28.5,77.5,2022,7,24,5.2877,110.7,5.18
29.5,75.5,2022,7,24,5.7562,98.78825033032852,4.917161067221015
29.5,76.5,2022,7,24,5.7746,103.23209894835388,4.676160292639324
29.5,77.5,2022,7,24,6.0749,107.5,3.71
30.5,75.5,2022,7,24,5.9446,105.77032718828654,3.659088667480804
30.5,76.5,2022,7,24,5.6014,114.25252377279232,3.46415196508112
30.5,77.5,2022,7,24,5.6928,124.8,2.14
28.0,75.625,2022,7,24,5.477125285455493,110.4,5.68
28.0,76.25,2022,7,24,5.307811895409396,109.7,5.69
28.0,76.875,2022,7,24,5.294711245234756,109.7,5.57
28.0,77.5,2022,7,24,5.419025432065921,110.0,5.71
28.5,75.625,2022,7,24,5.516350727700656,106.1,5.88
28.5,76.25,2022,7,24,5.29334452073802,107.8,5.56
28.5,76.875,2022,7,24,5.348027763096135,109.2,5.3
29.0,75.625,2022,7,24,5.5589570047036725,101.2,5.52
29.0,76.25,2022,7,24,5.487305891053164,104.7,5.16
29.0,76.875,2022,7,24,5.517138553379217,106.7,4.89
29.0,77.5,2022,7,24,5.590958881694485,109.8,4.58
29.5,75.625,2022,7,24,5.755218390320965,97.6,4.92
29.5,76.25,2022,7,24,5.645251320764058,102.1,4.79
29.5,76.875,2022,7,24,5.708813792757428,103.9,4.46
30.0,75.625,2022,7,24,5.795449455395509,99.0,4.39
30.0,76.25,2022,7,24,5.75016383229046,103.3,4.26
30.0,76.875,2022,7,24,5.773875588094132,105.8,3.95
30.0,77.5,2022,7,24,5.823329021651667,109.0,2.79
30.5,75.625,2022,7,24,5.879654143601698,106.0,3.48
30.5,76.25,2022,7,24,5.706907317627932,116.3,3.17
30.5,76.875,2022,7,24,5.718726077849168,123.6,3.08
28.5,75.5,2022,7,25,5.9496,112.43298260845506,5.303012279233234
28.5,76.5,2022,7,25,5.7821,114.08568724278096,5.001301527206181
28.5,77.5,2022,7,25,5.5483,118.8,5.18
29.5,75.5,2022,7,25,5.6172,106.09088761561496,4.422944150242464
29.5,76.5,2022,7,25,5.9844,113.1580348422108,4.164381673525841
29.5,77.5,2022,7,25,6.3881,122.9,4.08
30.5,75.5,2022,7,25,5.803,109.2120105338752,3.159792052539796
30.5,76.5,2022,7,25,6.4699,120.31970083316185,3.279589683214482
30.5,77.5,2022,7,25,5.3338,142.7,2.46
28.0,75.625,2022,7,25,5.861648688405245,115.9,5.23
28.0,76.25,2022,7,25,5.815876779082252,114.2,5.35
28.0,76.875,2022,7,25,5.77090678322638,115.1,5.28
28.0,77.5,2022,7,25,5.793912021947597,116.0,5.56
28.5,75.625,2022,7,25,5.904129282032406,112.4,5.4
