LAT,LON,YEAR,MO,DY,ALLSKY_SFC_SW_DWN,solar_generated_kwh
28.5,76.5,2021,2,19,4.2271,3709.28025
28.5,77.5,2021,2,19,4.5314,3976.3034999999995
29.5,75.5,2021,2,19,3.5513,3116.2657499999996
29.5,76.5,2021,2,19,3.6737,3223.6717500000004
29.5,77.5,2021,2,19,4.5432,3986.658
30.5,75.5,2021,2,19,3.931,3449.4525
30.5,76.5,2021,2,19,5.057,4437.5175
30.5,77.5,2021,2,19,5.1566,4524.9165
28.0,75.625,2021,2,19,4.361090544274445,3826.8569526008255
28.0,76.25,2021,2,19,4.371500066034573,3835.9913079453377
28.0,76.875,2021,2,19,4.344248740093601,3812.078269432134
28.0,77.5,2021,2,19,4.351586851876812,3818.5174625219024
28.5,75.625,2021,2,19,4.629695401411849,4062.5577147388976
28.5,76.25,2021,2,19,4.203761632962028,3688.800832924179
28.5,76.875,2021,2,19,4.2662287268222086,3743.6157077864877
29.0,75.625,2021,2,19,4.136120825920687,3629.446024745403
29.0,76.25,2021,2,19,4.0578469687434255,3560.760715072355
29.0,76.875,2021,2,19,4.207741754671668,3692.2933897243884
29.0,77.5,2021,2,19,4.355937926001344,3822.335530066179
29.5,75.625,2021,2,19,3.718971914634962,3263.3978550921784
29.5,76.25,2021,2,19,3.9095764099705854,3430.653299749188
29.5,76.875,2021,2,19,4.19567736832899,3681.7068907086887
30.0,75.625,2021,2,19,3.95235769668795,3468.193878843676
30.0,76.25,2021,2,19,4.126417339189005,3620.9312151383515
30.0,76.875,2021,2,19,4.577813702890026,4017.0315242859983
30.0,77.5,2021,2,19,4.70016581537562,4124.395502992106
30.5,75.625,2021,2,19,3.996803657216729,3507.19520920768
30.5,76.25,2021,2,19,4.487153413810932,3937.477120619093
30.5,76.875,2021,2,19,4.797279755453743,4209.612985410659
28.5,75.5,2021,2,20,5.1665,4533.60375
28.5,76.5,2021,2,20,4.5082,3955.9455000000007
28.5,77.5,2021,2,20,4.391,3853.1025
29.5,75.5,2021,2,20,3.7488,3289.5720000000006
29.5,76.5,2021,2,20,3.8431,3372.3202499999998
29.5,77.5,2021,2,20,3.9749,3487.9747500000003
30.5,75.5,2021,2,20,3.9566,3471.9165
30.5,76.5,2021,2,20,4.4383,3894.60825
30.5,77.5,2021,2,20,5.035,4418.212500000001
28.0,75.625,2021,2,20,4.601608283129314,4037.9112684459733
28.0,76.25,2021,2,20,4.556098316098492,3997.9762723764266
28.0,76.875,2021,2,20,4.4778981436565415,3929.3556210586153
28.0,77.5,2021,2,20,4.27522808223943,3751.5126421650994
28.5,75.625,2021,2,20,4.876718704946284,4279.320663590364
28.5,76.25,2021,2,20,4.455404938497036,3909.617833531149
28.5,76.875,2021,2,20,4.29955494092419,3772.8594606609763
29.0,75.625,2021,2,20,4.3622309508715125,3827.8576593897515
29.0,76.25,2021,2,20,4.283594585627524,3758.8542488881526
29.0,76.875,2021,2,20,4.178850877166643,3666.941644713729
29.0,77.5,2021,2,20,4.180694175941063,3668.559139388283
29.5,75.625,2021,2,20,3.9034378419860793,3425.266706342785
29.5,76.25,2021,2,20,3.993910395773584,3504.6563722913197
29.5,76.875,2021,2,20,4.069661659066777,3571.1281058310965
30.0,75.625,2021,2,20,3.9501492416631367,3466.255959559402
30.0,76.25,2021,2,20,4.030458721061251,3536.7275277312474
30.0,76.875,2021,2,20,4.300415001089036,3773.6141634556293
30.0,77.5,2021,2,20,4.392390559798925,3854.3227162235567
30.5,75.625,2021,2,20,3.980379237995845,3492.7827813413537
30.5,76.25,2021,2,20,4.188943836302638,3675.798216355565
30.5,76.875,2021,2,20,4.439036153320565,3895.254224538796
28.5,75.5,2021,2,21,5.4228,4758.507
28.5,76.5,2021,2,21,4.967,4358.5425
28.5,77.5,2021,2,21,4.8665,4270.35375
29.5,75.5,2021,2,21,4.6145,4049.2237499999987
29.5,76.5,2021,2,21,4.6766,4103.7164999999995
29.5,77.5,2021,2,21,4.5029,3951.29475
30.5,75.5,2021,2,21,4.3942,3855.910499999999
30.5,76.5,2021,2,21,5.0285,4412.50875
30.5,77.5,2021,2,21,5.1242,4496.4855
28.0,75.625,2021,2,21,5.082742055379969,4460.1061535959225
28.0,76.25,2021,2,21,5.022843185695482,4407.544895447785
28.0,76.875,2021,2,21,4.966557302252899,4358.154032726919
28.0,77.5,2021,2,21,4.803851667456766,4215.379838193313
28.5,75.625,2021,2,21,5.2497108080276496,4606.621234044262
28.5,76.25,2021,2,21,4.973194706974822,4363.978355370406
28.5,76.875,2021,2,21,4.830449544684317,4238.719475460489
29.0,75.625,2021,2,21,4.952042766592402,4345.417527684833
29.0,76.25,2021,2,21,4.89715067971907,4297.249721453484
29.0,76.875,2021,2,21,4.761684895952485,4178.378496198306
29.0,77.5,2021,2,21,4.7270662299288055,4148.000616762526
29.5,75.625,2021,2,21,4.673312486440364,4100.831706851419
29.5,76.25,2021,2,21,4.750885246085236,4168.901803439794
29.5,76.875,2021,2,21,4.729290520473128,4149.95243171517
30.0,75.625,2021,2,21,4.622168840094111,4055.9531571825823
30.0,76.25,2021,2,21,4.719265231505305,4141.155240645905
30.0,76.875,2021,2,21,4.835449423356287,4243.106868995142
30.0,77.5,2021,2,21,4.825601662780623,4234.465459089996
30.5,75.625,2021,2,21,4.5003784873513455,3949.0821226508056
30.5,76.25,2021,2,21,4.814755839433056,4224.948249102506
30.5,76.875,2021,2,21,4.925693398153842,4322.295956879996
28.5,75.5,2021,2,22,5.5008,4826.951999999999
28.5,76.5,2021,2,22,5.059,4439.2725
28.5,77.5,2021,2,22,4.9169,4314.57975
29.5,75.5,2021,2,22,4.8895,4290.536249999999
29.5,76.5,2021,2,22,4.7304,4150.9259999999995
29.5,77.5,2021,2,22,4.6963,4121.00325
30.5,75.5,2021,2,22,4.7566,4173.916499999999
30.5,76.5,2021,2,22,5.1569,4525.17975
30.5,77.5,2021,2,22,5.2889,4641.009749999999
28.0,75.625,2021,2,22,5.192096681078417,4556.064837646311
28.0,76.25,2021,2,22,5.098198012590209,4473.668756047908
28.0,76.875,2021,2,22,5.03792160803642,4420.776211051959
28.0,77.5,2021,2,22,4.886913040544417,4288.266193077726
28.5,75.625,2021,2,22,5.34546168082558,4690.642624924447
28.5,76.25,2021,2,22,5.077959428352551,4455.909398379364
28.5,76.875,2021,2,22,4.919749038592806,4317.079781365187
29.0,75.625,2021,2,22,5.093488108827469,4469.535815496103
29.0,76.25,2021,2,22,5.009706917559537,4396.017820158493
29.0,76.875,2021,2,22,4.856070235838177,4261.201631948
29.0,77.5,2021,2,22,4.833824397204432,4241.680908546889
29.5,75.625,2021,2,22,4.915820328680266,4313.632338416934
29.5,76.25,2021,2,22,4.860278678239967,4264.894540155571
29.5,76.875,2021,2,22,4.836675878808348,4244.183083654326
30.0,75.625,2021,2,22,4.86385686994644,4268.034403378001
30.0,76.25,2021,2,22,4.897486464444399,4297.54437254996
30.0,76.875,2021,2,22,4.965113416069481,4356.887022600969
30.0,77.5,2021,2,22,4.977473618125346,4367.733099904992
30.5,75.625,2021,2,22,4.808919711400204,4219.8270467536795
30.5,76.25,2021,2,22,4.993399885848622,4381.708399832166
30.5,76.875,2021,2,22,5.061257466082463,4441.253426487361
28.5,75.5,2021,2,23,5.5416,4862.754
28.5,76.5,2021,2,23,5.3052,4655.313
28.5,77.5,2021,2,23,5.2966,4647.7665
29.5,75.5,2021,2,23,5.0078,4394.344499999999
29.5,76.5,2021,2,23,4.9034,4302.7335
29.5,77.5,2021,2,23,4.6764,4103.540999999999
30.5,75.5,2021,2,23,4.4578,3911.7194999999992
30.5,76.5,2021,2,23,4.6001,4036.58775
30.5,77.5,2021,2,23,4.709,4132.147499999999
28.0,75.625,2021,2,23,5.3123233082859125,4661.563703020888
28.0,76.25,2021,2,23,5.303258052164772,4653.608940774587
28.0,76.875,2021,2,23,5.2791122203366,4632.420973345366
28.0,77.5,2021,2,23,5.14501741306519,4514.752779964704
28.5,75.625,2021,2,23,5.424023061951173,4759.580236862154
28.5,76.25,2021,2,23,5.2612041782523615,4616.706666416447
28.5,76.875,2021,2,23,5.152630294181653,4521.4330831443995
29.0,75.625,2021,2,23,5.217042532015978,4577.95482184402
29.0,76.25,2021,2,23,5.16952609003876,4536.259144009012
29.0,76.875,2021,2,23,5.052647489009503,4433.698171605838
29.0,77.5,2021,2,23,5.022902201937368,4407.59668220004
29.5,75.625,2021,2,23,4.995632824343001,4383.667803360983
29.5,76.25,2021,2,23,4.935675413074547,4331.055174972915
29.5,76.875,2021,2,23,4.859262969455592,4264.003255697282
30.0,75.625,2021,2,23,4.739212024755266,4158.658551722745
30.0,76.25,2021,2,23,4.744496276958718,4163.295483031275
30.0,76.875,2021,2,23,4.725857973056122,4146.940371356747
30.0,77.5,2021,2,23,4.710947453517841,4133.856390461906
30.5,75.625,2021,2,23,4.553663079972421,3995.8393526757995
30.5,76.25,2021,2,23,4.660728190629015,4089.788987276961
30.5,76.875,2021,2,23,4.686520660364431,4112.421879469789
28.5,75.5,2021,2,24,5.694,4996.485000000001
28.5,76.5,2021,2,24,5.3402,4686.0255
28.5,77.5,2021,2,24,5.3294,4676.5485
29.5,75.5,2021,2,24,5.1708,4537.3769999999995
29.5,76.5,2021,2,24,5.3059,4655.92725
29.5,77.5,2021,2,24,5.3078,4657.5945
30.5,75.5,2021,2,24,5.0059,4392.67725
30.5,76.5,2021,2,24,5.5181,4842.132749999999
30.5,77.5,2021,2,24,5.658,4964.895
28.0,75.625,2021,2,24,5.473007851213708,4802.564389440029
28.0,76.25,2021,2,24,5.424396151880536,4759.90762327517
28.0,76.875,2021,2,24,5.389520074792262,4729.30386563021
28.0,77.5,2021,2,24,5.3250811150617015,4672.758678466643
28.5,75.625,2021,2,24,5.5823532472795785,4898.51497448783
28.5,76.25,2021,2,24,5.382846368155517,4723.447688056466
28.5,76.875,2021,2,24,5.327496098135752,4674.877826114122
29.0,75.625,2021,2,24,5.395399741056028,4734.463272776665
29.0,76.25,2021,2,24,5.364907235597056,4707.706099236417
29.0,76.875,2021,2,24,5.321098780357319,4669.264179763547
29.0,77.5,2021,2,24,5.3199751256249685,4668.27817273591
29.5,75.625,2021,2,24,5.216626749486107,4577.589972674059
29.5,76.25,2021,2,24,5.314012440087724,4663.045916176978
29.5,76.875,2021,2,24,5.343989715309132,4689.350975183763
30.0,75.625,2021,2,24,5.197861968973173,4561.123877773959
30.0,76.25,2021,2,24,5.288112534970397,4640.318749436523
30.0,76.875,2021,2,24,5.443087971385621,4776.309694890882
30.0,77.5,2021,2,24,5.4609906950988165,4792.019334949211
30.5,75.625,2021,2,24,5.095429469959725,4471.239359889658
30.5,76.25,2021,2,24,5.353865250813439,4698.016757588793
30.5,76.875,2021,2,24,5.492784640067457,4819.918521659194
28.5,75.5,2021,2,25,5.742,5038.6050000000005
28.5,76.5,2021,2,25,5.3455,4690.6762499999995
28.5,77.5,2021,2,25,5.3506,4695.1515
29.5,75.5,2021,2,25,5.2762,4629.8655
29.5,76.5,2021,2,25,5.363,4706.0325
29.5,77.5,2021,2,25,5.437,4770.9675
30.5,75.5,2021,2,25,5.2471,4604.330249999999
30.5,76.5,2021,2,25,5.4835,4811.77125
30.5,77.5,2021,2,25,5.5654,4883.638500000001
28.0,75.625,2021,2,25,5.52124857270949,4844.895622552578
28.0,76.25,2021,2,25,5.451387957268516,4783.592932503123
28.0,76.875,2021,2,25,5.4145711672671135,4751.286199276892
28.0,77.5,2021,2,25,5.365157750697569,4707.925926237117
28.5,75.625,2021,2,25,5.63173142466331,4941.844325142054
28.5,76.25,2021,2,25,5.414509055835579,4751.23169649572
28.5,76.875,2021,2,25,5.362379475160891,4705.487989453682
29.0,75.625,2021,2,25,5.456704114334943,4788.257860328912
29.0,76.25,2021,2,25,5.413523826540504,4750.367157789292
29.0,76.875,2021,2,25,5.371591738622022,4713.571750640824
29.0,77.5,2021,2,25,5.381578377872471,4722.335026583093
29.5,75.625,2021,2,25,5.324057283065201,4671.860265889714
29.5,76.25,2021,2,25,5.360826576114767,4704.125320540707
29.5,76.875,2021,2,25,5.397994385299128,4736.740073099985
30.0,75.625,2021,2,25,5.316329852266538,4665.079445363886
30.0,76.25,2021,2,25,5.361392393484368,4704.621825282533
30.0,76.875,2021,2,25,5.457429229471216,4788.894148860992
30.0,77.5,2021,2,25,5.477112125288473,4806.165889940635
30.5,75.625,2021,2,25,5.282577643405435,4635.461882088269
30.5,76.25,2021,2,25,5.399324001476938,4737.906811296013
30.5,76.875,2021,2,25,5.479993206485835,4808.69403869132
28.5,75.5,2021,2,26,5.5222,4845.730499999999
28.5,76.5,2021,2,26,5.4096,4746.924
28.5,77.5,2021,2,26,5.5226,4846.081499999999
29.5,75.5,2021,2,26,5.0899,4466.38725
29.5,76.5,2021,2,26,5.329,4676.197499999999
29.5,77.5,2021,2,26,5.3832,4723.758000000001
30.5,75.5,2021,2,26,5.0182,4403.470499999999
30.5,76.5,2021,2,26,5.5174,4841.5185
30.5,77.5,2021,2,26,5.6153,4927.425749999999
28.0,75.625,2021,2,26,5.399933841118646,4738.441945581611
28.0,76.25,2021,2,26,5.445855846224911,4778.73850506236
28.0,76.875,2021,2,26,5.449319380640151,4781.777756511733
28.0,77.5,2021,2,26,5.449371466220343,4781.823461608351
28.5,75.625,2021,2,26,5.457627638400413,4789.068252696362
28.5,76.25,2021,2,26,5.3837225061522656,4724.216499148613
28.5,76.875,2021,2,26,5.423307617464201,4758.952434324837
29.0,75.625,2021,2,26,5.327451612969422,4674.838790380668
29.0,76.25,2021,2,26,5.345089024677514,4690.315619154518
29.0,76.875,2021,2,26,5.405956620702932,4743.726934666824
29.0,77.5,2021,2,26,5.427066179270255,4762.250572309648
29.5,75.625,2021,2,26,5.146613321513468,4516.153189628068
29.5,76.25,2021,2,26,5.321049119872902,4669.220602688471
29.5,76.875,2021,2,26,5.384151429116964,4724.592879050136
30.0,75.625,2021,2,26,5.178957595694259,4544.535290221712
30.0,76.25,2021,2,26,5.281895944026949,4634.863690883647
30.0,76.875,2021,2,26,5.456546124455239,4788.119224209473
30.0,77.5,2021,2,26,5.475749257577785,4804.969973524507
30.5,75.625,2021,2,26,5.098617397995704,4474.03676674123
30.5,76.25,2021,2,26,5.349823608535818,4694.47021649018
30.5,76.875,2021,2,26,5.495326637147662,4822.149124097074
28.5,75.5,2021,2,27,5.4082,4745.6955
28.5,76.5,2021,2,27,5.2555,4611.701249999999
28.5,77.5,2021,2,27,5.2366,4595.1165
29.5,75.5,2021,2,27,5.333,4679.7075
29.5,76.5,2021,2,27,5.31,4659.525
29.5,77.5,2021,2,27,5.2469,4604.15475
30.5,75.5,2021,2,27,5.3592,4702.698
30.5,76.5,2021,2,27,5.3909,4730.51475
30.5,77.5,2021,2,27,4.6793,4106.085749999999
28.0,75.625,2021,2,27,5.346363583965048,4691.4340449293295
28.0,76.25,2021,2,27,5.299980627370787,4650.733000517866
28.0,76.875,2021,2,27,5.283254406629224,4636.055741817144
28.0,77.5,2021,2,27,5.252268017917107,4608.865185722261
28.5,75.625,2021,2,27,5.378530164690185,4719.6602195156365
28.5,76.25,2021,2,27,5.300333370834735,4651.04253290748
28.5,76.875,2021,2,27,5.257730568140111,4613.658573542948
29.0,75.625,2021,2,27,5.34087459763852,4686.617459427801
29.0,76.25,2021,2,27,5.316377417898503,4665.121184205936
29.0,76.875,2021,2,27,5.264772470707891,4619.837843046174
29.0,77.5,2021,2,27,5.254419696769372,4610.7532839151245
29.5,75.625,2021,2,27,5.339680012964907,4685.569211376705
29.5,76.25,2021,2,27,5.317737335957036,4666.314512302299
29.5,76.875,2021,2,27,5.297581548551119,4648.627808853607
30.0,75.625,2021,2,27,5.347571889587621,4692.494333113137
30.0,76.25,2021,2,27,5.348784897349362,4693.558747424065
30.0,76.875,2021,2,27,5.180606195821995,4545.9819368338
30.0,77.5,2021,2,27,5.082797732771136,4460.155010506671
30.5,75.625,2021,2,27,5.356738887598781,4700.53837386793
30.5,76.25,2021,2,27,5.367380359918871,4709.87626582881
30.5,76.875,2021,2,27,5.170040294387723,4536.710358325227
28.5,75.5,2021,2,28,5.8001,5089.58775
28.5,76.5,2021,2,28,5.4432,4776.407999999999
28.5,77.5,2021,2,28,5.3854,4725.688499999999
29.5,75.5,2021,2,28,5.7298,5027.8994999999995
29.5,76.5,2021,2,28,5.6494,4957.348499999999
29.5,77.5,2021,2,28,5.5978,4912.0695000000005
30.5,75.5,2021,2,28,5.6575,4964.456249999999
30.5,76.5,2021,2,28,5.9645,5233.84875
30.5,77.5,2021,2,28,5.9719,5240.342249999999
28.0,75.625,2021,2,28,5.683240300025276,4987.043363272179
28.0,76.25,2021,2,28,5.556866048623535,4876.149957667151
28.0,76.875,2021,2,28,5.516192856030235,4840.459231166531
28.0,77.5,2021,2,28,5.467945127135797,4798.121849061662
28.5,75.625,2021,2,28,5.74581346372664,5041.951314420127
28.5,76.25,2021,2,28,5.570629172903001,4888.227099222383
28.5,76.875,2021,2,28,5.481489842716388,4810.00733698363
29.0,75.625,2021,2,28,5.690966400383179,4993.82301633624
29.0,76.25,2021,2,28,5.629995332083184,4940.320903902994
29.0,76.875,2021,2,28,5.522315345066381,4845.831715295749
29.0,77.5,2021,2,28,5.50850322959231,4833.7115839672515
29.5,75.625,2021,2,28,5.721364052586698,5020.496956144828
29.5,76.25,2021,2,28,5.678663085922709,4983.026857897177
29.5,76.875,2021,2,28,5.652560974108448,4960.1222547801635
30.0,75.625,2021,2,28,5.731986802362616,5029.818419073195
30.0,76.25,2021,2,28,5.763580774639722,5057.542129746356
30.0,76.875,2021,2,28,5.797259673235228,5087.095363263913
30.0,77.5,2021,2,28,5.791679275575687,5082.198564317666
30.5,75.625,2021,2,28,5.6957544076337205,4998.02449269859
30.5,76.25,2021,2,28,5.837409367710622,5122.326720166071
30.5,76.875,2021,2,28,5.866308151293055,5147.6854027596555
28.5,75.5,2021,3,1,5.6842,4987.885499999999
28.5,76.5,2021,3,1,5.5066,4832.041499999999
28.5,77.5,2021,3,1,5.7197,5019.036749999999
29.5,75.5,2021,3,1,5.7101,5010.612749999999
29.5,76.5,2021,3,1,5.9304,5203.9259999999995
29.5,77.5,2021,3,1,5.9311,5204.540249999999
30.5,75.5,2021,3,1,5.7175,5017.10625
30.5,76.5,2021,3,1,6.0516,5310.278999999999
30.5,77.5,2021,3,1,6.1898,5431.5495
28.0,75.625,2021,3,1,5.680066875311793,4984.258683086098
28.0,76.25,2021,3,1,5.654090031241585,4961.464002414491
28.0,76.875,2021,3,1,5.664922270343827,4970.969292226708
28.0,77.5,2021,3,1,5.736028861307421,5033.365325797262
28.5,75.625,2021,3,1,5.684935962788377,4988.5313073468005
28.5,76.25,2021,3,1,5.620733757975293,4932.193872623319
28.5,76.875,2021,3,1,5.688016732293993,4991.234682587979
29.0,75.625,2021,3,1,5.704374101769124,5005.588274302406
29.0,76.25,2021,3,1,5.710327599634229,5010.812468679035
29.0,76.875,2021,3,1,5.76537311905674,5059.1149119722895
29.0,77.5,2021,3,1,5.792366083301318,5082.801238096908
29.5,75.625,2021,3,1,5.731076509996331,5029.01963752178
29.5,76.25,2021,3,1,5.849656355373723,5133.073451840441
29.5,76.875,2021,3,1,5.88443188328846,5163.588977585624
30.0,75.625,2021,3,1,5.8075948951007685,5096.164520450924
30.0,76.25,2021,3,1,5.884892769021455,5163.993404816326
30.0,76.875,2021,3,1,6.021452180715533,5283.82428857788
30.0,77.5,2021,3,1,6.03898876974066,5299.212645447429
30.5,75.625,2021,3,1,5.766611264834721,5060.201384892468
30.5,76.25,2021,3,1,5.933876232468753,5206.976393991331
30.5,76.875,2021,3,1,6.052501192087188,5311.069796056508
28.5,75.5,2021,3,2,6.2203,5458.31325
28.5,76.5,2021,3,2,6.1262,5375.7405
28.5,77.5,2021,3,2,6.0156,5278.689
29.5,75.5,2021,3,2,5.9002,5177.4255
29.5,76.5,2021,3,2,6.0967,5349.85425
29.5,77.5,2021,3,2,6.1222,5372.230500000001
30.5,75.5,2021,3,2,6.0245,5286.498749999999
30.5,76.5,2021,3,2,6.2309,5467.61475
30.5,77.5,2021,3,2,6.2832,5513.508
28.0,75.625,2021,3,2,6.129901834691638,5378.988859941912
28.0,76.25,2021,3,2,6.126861577629231,5376.32103436965
28.0,76.875,2021,3,2,6.103962195743924,5356.2268267652935
28.0,77.5,2021,3,2,6.067832083794827,5324.522653529961
28.5,75.625,2021,3,2,6.1727060244665415,5416.549536469391
28.5,76.25,2021,3,2,6.114381484803263,5365.369752914863
28.5,76.875,2021,3,2,6.091829828940625,5345.580674895399
29.0,75.625,2021,3,2,6.077574309629003,5333.071456699449
29.0,76.25,2021,3,2,6.091851550410888,5345.5997354855535
29.0,76.875,2021,3,2,6.092792832405385,5346.425710435725
29.0,77.5,2021,3,2,6.082048673110654,5336.997710654599
29.5,75.625,2021,3,2,5.960010822442404,5229.90949669321
29.5,76.25,2021,3,2,6.082513433150707,5337.405537589746
29.5,76.875,2021,3,2,6.128312121149924,5377.593886309058
30.0,75.625,2021,3,2,6.030513714350829,5291.775784342853
30.0,76.25,2021,3,2,6.086688522075657,5341.06917812139
30.0,76.875,2021,3,2,6.180856729011292,5423.701779707408
30.0,77.5,2021,3,2,6.190679238918816,5432.321032151261
30.5,75.625,2021,3,2,6.039827519312364,5299.9486481966
30.5,76.25,2021,3,2,6.136586576652797,5384.854721012829
30.5,76.875,2021,3,2,6.208729627993588,5448.1602485643725
28.5,75.5,2021,3,3,6.0403,5300.36325
28.5,76.5,2021,3,3,5.9532,5223.932999999999
28.5,77.5,2021,3,3,5.9378,5210.4195
29.5,75.5,2021,3,3,5.8337,5119.071749999999
29.5,76.5,2021,3,3,5.9772,5244.9929999999995
29.5,77.5,2021,3,3,5.9712,5239.727999999999
30.5,75.5,2021,3,3,5.9002,5177.4255
30.5,76.5,2021,3,3,6.1702,5414.3505
30.5,77.5,2021,3,3,6.2078,5447.344499999999
28.0,75.625,2021,3,3,5.977986311318263,5245.682988181776
28.0,76.25,2021,3,3,5.976689389726294,5244.544939484823
28.0,76.875,2021,3,3,5.966553624314438,5235.650805335919
28.0,77.5,2021,3,3,5.951866795466745,5222.763113022069
28.5,75.625,2021,3,3,6.007966754489258,5271.990827064324
28.5,76.25,2021,3,3,5.959368353966987,5229.34573060603
28.5,76.875,2021,3,3,5.955364250933469,5225.832130194119
29.0,75.625,2021,3,3,5.946541904912849,5218.090521561025
29.0,76.25,2021,3,3,5.954405541437247,5224.990862611186
29.0,76.875,2021,3,3,5.960508303331083,5230.346036173025
29.0,77.5,2021,3,3,5.957806481839811,5227.975187814434
29.5,75.625,2021,3,3,5.872791843916005,5153.374843036294
29.5,76.25,2021,3,3,5.973435814205125,5241.6899269649975
29.5,76.875,2021,3,3,6.001411070513656,5266.238214375734
30.0,75.625,2021,3,3,5.9369070510897695,5209.6359373312725
30.0,76.25,2021,3,3,5.994559776317409,5260.2262037185255
30.0,76.875,2021,3,3,6.080627925922324,5335.75100499684
30.0,77.5,2021,3,3,6.084617531488876,5339.2518838814885
30.5,75.625,2021,3,3,5.927802986113996,5201.647120315031
30.5,76.25,2021,3,3,6.055265069317168,5313.495098325815
30.5,76.875,2021,3,3,6.122389146662462,5372.396476196311
28.5,75.5,2021,3,4,6.0946,5348.0115
28.5,76.5,2021,3,4,5.8464,5130.215999999999
28.5,77.5,2021,3,4,5.886,5164.965
29.5,75.5,2021,3,4,5.6532,4960.683
29.5,76.5,2021,3,4,5.7418,5038.429499999999
29.5,77.5,2021,3,4,5.7785,5070.63375
30.5,75.5,2021,3,4,5.6657,4971.651749999999
30.5,76.5,2021,3,4,6.0684,5325.021
30.5,77.5,2021,3,4,6.1961,5437.07775
28.0,75.625,2021,3,4,5.916614463591137,5191.829191801223
28.0,76.25,2021,3,4,5.901297180891931,5178.388276232669
28.0,76.875,2021,3,4,5.882638984810693,5162.015709171383
28.0,77.5,2021,3,4,5.84054734875545,5125.080298532907
28.5,75.625,2021,3,4,6.003932862456614,5268.451086805679
28.5,76.25,2021,3,4,5.856943630973607,5139.46803617934
28.5,76.875,2021,3,4,5.831169590821293,5116.851315945685
29.0,75.625,2021,3,4,5.8468984392891725,5130.6533804762485
29.0,76.25,2021,3,4,5.824646021039278,5111.126883461966
29.0,76.875,2021,3,4,5.810827871768144,5099.001457476546
29.0,77.5,2021,3,4,5.820461001664596,5107.454528960683
29.5,75.625,2021,3,4,5.702775950514218,5004.185896576227
29.5,76.25,2021,3,4,5.783071358897349,5074.645117432424
29.5,76.875,2021,3,4,5.817128336539481,5104.530115313395
30.0,75.625,2021,3,4,5.742569466022741,5039.104706434956
30.0,76.25,2021,3,4,5.811069548016307,5099.21352838431
30.0,76.875,2021,3,4,5.941142753849056,5213.352766502547
30.0,77.5,2021,3,4,5.961898803062379,5231.566199687237
30.5,75.625,2021,3,4,5.7120913995605225,5012.360203114359
30.5,76.25,2021,3,4,5.901447665441268,5178.520326424713
30.5,76.875,2021,3,4,6.011001197552619,5274.653550852423
28.5,75.5,2021,3,5,6.0703,5326.688249999999
28.5,76.5,2021,3,5,5.7634,5057.3835
28.5,77.5,2021,3,5,5.6868,4990.1669999999995
29.5,75.5,2021,3,5,5.6858,4989.2895
29.5,76.5,2021,3,5,5.7658,5059.489500000001
29.5,77.5,2021,3,5,5.6609,4967.43975
30.5,75.5,2021,3,5,5.9832,5250.257999999999
30.5,76.5,2021,3,5,6.0792,5334.498
30.5,77.5,2021,3,5,6.1423,5389.868249999999
28.0,75.625,2021,3,5,5.894080497957306,5172.055636957536
28.0,76.25,2021,3,5,5.829736488919486,5115.593769026848
28.0,76.875,2021,3,5,5.791060491634496,5081.655581409271
28.0,77.5,2021,3,5,5.709898281989068,5010.4357424454065
28.5,75.625,2021,3,5,5.981995558303888,5249.201102411661
28.5,76.25,2021,3,5,5.812593993221375,5100.551229051756
28.5,76.875,2021,3,5,5.729152299364789,5027.331142692602
29.0,75.625,2021,3,5,5.839662442824018,5124.303793578076
29.0,76.25,2021,3,5,5.808026642693058,5096.543378963158
29.0,76.875,2021,3,5,5.724808273579051,5023.519260065616
29.0,77.5,2021,3,5,5.701893292239526,5003.411363940184
29.5,75.625,2021,3,5,5.754824387134595,5049.858399710608
29.5,76.25,2021,3,5,5.792615766504668,5083.020335107846
29.5,76.875,2021,3,5,5.785893149293422,5077.1212385049785
30.0,75.625,2021,3,5,5.864276157174847,5145.902327920928
30.0,76.25,2021,3,5,5.888815164768715,5167.435307084547
30.0,76.875,2021,3,5,5.913335844824266,5188.952203833293
30.0,77.5,2021,3,5,5.908058455182437,5184.321294422589
30.5,75.625,2021,3,5,5.95114557594761,5222.130242894028
30.5,76.25,2021,3,5,5.974073625665614,5242.249606521576
30.5,76.875,2021,3,5,5.98876804098471,5255.143955964084
28.5,75.5,2021,3,6,5.8406,5125.1265
28.5,76.5,2021,3,6,5.905,5181.6375
28.5,77.5,2021,3,6,6.0338,5294.659500000001
29.5,75.5,2021,3,6,5.6597,4966.38675
29.5,76.5,2021,3,6,5.8646,5146.1865
29.5,77.5,2021,3,6,6.0065,5270.70375
30.5,75.5,2021,3,6,5.6854,4988.938499999999
30.5,76.5,2021,3,6,6.0869,5341.25475
30.5,77.5,2021,3,6,6.1639,5408.82225
28.0,75.625,2021,3,6,5.8304244652904655,5116.197468292384
28.0,76.25,2021,3,6,5.90445517007459,5181.159411740453
28.0,76.875,2021,3,6,5.926718571995636,5200.69554692617
28.0,77.5,2021,3,6,5.978584045939519,5246.207500311928
28.5,75.625,2021,3,6,5.832532076314131,5118.0468969656495
28.5,76.25,2021,3,6,5.85976856243274,5141.946913534729
28.5,76.875,2021,3,6,5.9470301396517895,5218.518947544444
29.0,75.625,2021,3,6,5.795710904131742,5085.736318375603
