LAT,LON,YEAR,MO,DY,ALLSKY_SFC_SW_DWN,solar_generated_kwh
28.5,76.25,2021,1,4,2.036958874067419,1787.4314119941603
28.5,76.875,2021,1,4,2.2220449265331035,1949.8444230327982
29.0,75.625,2021,1,4,2.0946581426477486,1838.062520173399
29.0,76.25,2021,1,4,2.189314575917507,1921.1235403676123
29.0,76.875,2021,1,4,2.361014869879837,2071.790548319557
29.0,77.5,2021,1,4,2.3850661312857864,2092.8955302032773
29.5,75.625,2021,1,4,2.1469893883240525,1883.9831882543558
29.5,76.25,2021,1,4,2.5125239598476834,2204.739774766342
29.5,76.875,2021,1,4,2.574124480331138,2258.794231490573
30.0,75.625,2021,1,4,2.2653327344137715,1987.8294744480845
30.0,76.25,2021,1,4,2.4694108333634635,2166.908006276439
30.0,76.875,2021,1,4,2.649796636245008,2325.1965483049944
30.0,77.5,2021,1,4,2.5923513662203006,2274.7883238583136
30.5,75.625,2021,1,4,2.069581458408281,1816.0577297532666
30.5,76.25,2021,1,4,2.53579447930258,2225.1596555880137
30.5,76.875,2021,1,4,2.658187032884436,2332.5591213560924
28.5,75.5,2021,1,5,1.4004,1228.8509999999999
28.5,76.5,2021,1,5,1.5084,1323.6209999999999
28.5,77.5,2021,1,5,1.7654,1549.1385
29.5,75.5,2021,1,5,1.2562,1102.3155
29.5,76.5,2021,1,5,0.8028,704.457
29.5,77.5,2021,1,5,1.1153,978.67575
30.5,75.5,2021,1,5,1.2444,1091.961
30.5,76.5,2021,1,5,0.9838,863.2844999999999
30.5,77.5,2021,1,5,0.4697,412.16175
28.0,75.625,2021,1,5,1.3206534465022766,1158.8733993057476
28.0,76.25,2021,1,5,1.416994145875314,1243.4123630055878
28.0,76.875,2021,1,5,1.4583769394257569,1279.7257643461016
28.0,77.5,2021,1,5,1.4745151351848342,1293.887031124692
28.5,75.625,2021,1,5,1.3572873842852744,1191.0196797103283
28.5,76.25,2021,1,5,1.3633593787245988,1196.3478548308353
28.5,76.875,2021,1,5,1.4120816121915172,1239.1016146980564
29.0,75.625,2021,1,5,1.2698642915443628,1114.3059158301783
29.0,76.25,2021,1,5,1.221706489141395,1072.047444221574
29.0,76.875,2021,1,5,1.2804561333153135,1123.6002569841876
29.0,77.5,2021,1,5,1.3523574108517338,1186.6936280223963
29.5,75.625,2021,1,5,1.2214395537669234,1071.8132084304752
29.5,76.25,2021,1,5,1.0041663085938184,881.1559357910756
29.5,76.875,2021,1,5,1.0194605358257602,894.5766201871047
30.0,75.625,2021,1,5,1.1295035441884045,991.1393600253249
30.0,76.25,2021,1,5,1.0299532520178227,903.7839786456393
30.0,76.875,2021,1,5,0.8491015865208652,745.0866421720592
30.0,77.5,2021,1,5,0.8236489130329947,722.7519211864529
30.5,75.625,2021,1,5,1.187596736183335,1042.1161360008766
30.5,76.25,2021,1,5,1.0386732596939767,911.4357853814645
30.5,76.875,2021,1,5,0.838282787027761,735.5931456168604
28.5,75.5,2021,1,6,1.1796,1035.099
28.5,76.5,2021,1,6,0.6286,551.5965
28.5,77.5,2021,1,6,1.4309,1255.61475
29.5,75.5,2021,1,6,0.7133,625.92075
29.5,76.5,2021,1,6,1.4246,1250.0865
29.5,77.5,2021,1,6,2.075,1820.8125
30.5,75.5,2021,1,6,1.2919,1133.6422499999999
30.5,76.5,2021,1,6,2.1674,1901.8935000000004
30.5,77.5,2021,1,6,2.25,1974.3749999999998
28.0,75.625,2021,1,6,1.0081425548024352,884.6450918391369
28.0,76.25,2021,1,6,1.031207024827238,904.8841642859014
28.0,76.875,2021,1,6,1.0817035621501214,949.1948757867316
28.0,77.5,2021,1,6,1.360028245301868,1193.424785252389
28.5,75.625,2021,1,6,1.0962002743963244,961.9157407827745
28.5,76.25,2021,1,6,0.8502745905379142,746.1159531970197
28.5,76.875,2021,1,6,1.1666178351691847,1023.7071503609595
29.0,75.625,2021,1,6,0.973569988608682,854.3076650041185
29.0,76.25,2021,1,6,0.9959200051842336,873.9198045491651
29.0,76.875,2021,1,6,1.3450872780810468,1180.3140865161183
29.0,77.5,2021,1,6,1.5284955061357572,1341.254806634127
29.5,75.625,2021,1,6,0.8795331987078543,771.7903818661422
29.5,76.25,2021,1,6,1.287115252362783,1129.443633948342
29.5,76.875,2021,1,6,1.585990264277303,1391.7064569033334
30.0,75.625,2021,1,6,1.271059126165042,1115.3543832098242
30.0,76.25,2021,1,6,1.492300587812491,1309.493765805461
30.0,76.875,2021,1,6,1.956701572818481,1717.005630148217
30.0,77.5,2021,1,6,2.049245271561582,1798.2127257952884
30.5,75.625,2021,1,6,1.340239484944511,1176.0601480388084
30.5,76.25,2021,1,6,1.7378588494465173,1524.9711403893189
30.5,76.875,2021,1,6,2.061351251535268,1808.8357232221974
28.5,75.5,2021,1,7,2.2234,1951.0334999999998
28.5,76.5,2021,1,7,1.5439,1354.77225
28.5,77.5,2021,1,7,1.6466,1444.8915
29.5,75.5,2021,1,7,1.1251,987.27525
29.5,76.5,2021,1,7,0.8825,774.39375
29.5,77.5,2021,1,7,1.8401,1614.68775
30.5,75.5,2021,1,7,1.3598,1193.2244999999998
30.5,76.5,2021,1,7,1.7213,1510.44075
30.5,77.5,2021,1,7,3.4462,3024.0405
28.0,75.625,2021,1,7,1.7019048025455985,1493.4214642337627
28.0,76.25,2021,1,7,1.6358332577797563,1435.443683701736
28.0,76.875,2021,1,7,1.583370648779631,1389.407744304126
28.0,77.5,2021,1,7,1.5526438672615974,1362.4449935220516
28.5,75.625,2021,1,7,1.9592930520976537,1719.279653215691
28.5,76.25,2021,1,7,1.5339482170625611,1346.0395604723972
28.5,76.875,2021,1,7,1.5102210680087822,1325.2189871777064
29.0,75.625,2021,1,7,1.5182466219833723,1332.2614107904092
29.0,76.25,2021,1,7,1.3896817418566307,1219.4457284791933
29.0,76.875,2021,1,7,1.4456582232734452,1268.565090922448
29.0,77.5,2021,1,7,1.5795246404321217,1386.0328719791867
29.5,75.625,2021,1,7,1.219052590467031,1069.71864813482
29.5,76.25,2021,1,7,1.1270652718897047,988.9997760832159
29.5,76.875,2021,1,7,1.3608654590298508,1194.159440298694
30.0,75.625,2021,1,7,1.262565824364144,1107.9015108795363
30.0,76.25,2021,1,7,1.2791435971079563,1122.4485064622318
30.0,76.875,2021,1,7,1.8900063698302525,1658.4805895260465
30.0,77.5,2021,1,7,2.228680956294602,1955.6675391485132
30.5,75.625,2021,1,7,1.3433640746557638,1178.8019755104328
30.5,76.25,2021,1,7,1.471743927637918,1291.455296502273
30.5,76.875,2021,1,7,2.0642501390237187,1811.3794969933133
28.5,75.5,2021,1,8,1.6939,1486.39725
28.5,76.5,2021,1,8,1.2826,1125.4815
28.5,77.5,2021,1,8,1.3214,1159.5285
29.5,75.5,2021,1,8,2.0479,1797.0322499999997
29.5,76.5,2021,1,8,2.3503,2062.3882499999995
29.5,77.5,2021,1,8,2.6894,2359.9485
30.5,75.5,2021,1,8,2.5622,2248.3304999999996
30.5,76.5,2021,1,8,3.2023,2810.01825
30.5,77.5,2021,1,8,3.7829,3319.4947500000003
28.0,75.625,2021,1,8,1.7430400430593311,1529.5176377845632
28.0,76.25,2021,1,8,1.5587882086646254,1367.8366531032088
28.0,76.875,2021,1,8,1.5266741610431138,1339.6565763153324
28.0,77.5,2021,1,8,1.6732220877733464,1468.2523820211113
28.5,75.625,2021,1,8,1.728360920508491,1516.636707746201
28.5,76.25,2021,1,8,1.591809350308937,1396.8127048960923
28.5,76.875,2021,1,8,1.655226814987146,1452.4615301512206
29.0,75.625,2021,1,8,1.852476002748064,1625.5476924114262
29.0,76.25,2021,1,8,1.8372924917993565,1612.2241615539353
29.0,76.875,2021,1,8,1.899300101457168,1666.635839028665
29.0,77.5,2021,1,8,1.947011238912853,1708.5023621460284
29.5,75.625,2021,1,8,2.0932530527123427,1836.8295537550807
29.5,76.25,2021,1,8,2.266097102736322,1988.5002076511223
29.5,76.875,2021,1,8,2.405777401047947,2111.069669419573
30.0,75.625,2021,1,8,2.464504705325531,2162.6028789231536
30.0,76.25,2021,1,8,2.595913879514288,2277.914429273788
30.0,76.875,2021,1,8,2.9779333376823423,2613.136503816255
30.0,77.5,2021,1,8,3.0940485351366807,2715.027589582437
30.5,75.625,2021,1,8,2.567870920130964,2253.3067324149206
30.5,76.25,2021,1,8,2.835782517879491,2488.399159439253
30.5,76.875,2021,1,8,3.152104811908248,2765.9719724494876
28.5,75.5,2021,1,9,1.6987,1490.60925
28.5,76.5,2021,1,9,1.4251,1250.5252500000001
28.5,77.5,2021,1,9,1.985,1741.8375
29.5,75.5,2021,1,9,1.7986,1578.2715
29.5,76.5,2021,1,9,2.2937,2012.7217499999997
29.5,77.5,2021,1,9,2.5164,2208.1409999999996
30.5,75.5,2021,1,9,1.4237,1249.29675
30.5,76.5,2021,1,9,2.6587,2333.00925
30.5,77.5,2021,1,9,3.883,3407.3325
28.0,75.625,2021,1,9,1.7316552577211708,1519.5274886503273
28.0,76.25,2021,1,9,1.725335759962127,1513.9821293667662
28.0,76.875,2021,1,9,1.771616263111126,1554.593270880013
28.0,77.5,2021,1,9,1.9910043900829235,1747.106352297765
28.5,75.625,2021,1,9,1.7202128747982386,1509.4867976354542
28.5,76.25,2021,1,9,1.637146301125881,1436.5958792379606
28.5,76.875,2021,1,9,1.860492269146908,1632.581966176412
29.0,75.625,2021,1,9,1.78612397053539,1567.3237841448047
29.0,76.25,2021,1,9,1.817006869296992,1594.4235278081105
29.0,76.875,2021,1,9,2.030975785658585,1782.1812519154084
29.0,77.5,2021,1,9,2.129781650101084,1868.883397963701
29.5,75.625,2021,1,9,1.8071100675644507,1585.7390842878053
29.5,76.25,2021,1,9,2.13577349853698,1874.1412449662
29.5,76.875,2021,1,9,2.27493321807942,1996.2538988646913
30.0,75.625,2021,1,9,1.903853008682972,1670.6310151193077
30.0,76.25,2021,1,9,2.1450742418542923,1882.3026472271417
30.0,76.875,2021,1,9,2.793437620557083,2451.2415120388405
30.0,77.5,2021,1,9,2.976126204569726,2611.5507445099342
30.5,75.625,2021,1,9,1.6476382650631896,1445.802577592949
30.5,76.25,2021,1,9,2.280174227230116,2000.8528843944268
30.5,76.875,2021,1,9,2.90600641855974,2550.020632286172
28.5,75.5,2021,1,10,3.2299,2834.23725
28.5,76.5,2021,1,10,2.9846,2618.9865
28.5,77.5,2021,1,10,3.083,2705.3325
29.5,75.5,2021,1,10,2.9304,2571.4260000000004
29.5,76.5,2021,1,10,3.0449,2671.8997499999996
29.5,77.5,2021,1,10,1.9346,1697.6115
30.5,75.5,2021,1,10,2.8445,2496.0487499999995
30.5,76.5,2021,1,10,2.2303,1957.0882500000002
30.5,77.5,2021,1,10,2.8598,2509.4745
28.0,75.625,2021,1,10,3.0983532724180987,2718.8049965468813
28.0,76.25,2021,1,10,3.074135142871953,2697.5535878701385
28.0,76.875,2021,1,10,3.0634582335224727,2688.1845999159696
28.0,77.5,2021,1,10,2.8704661118567323,2518.8340131542827
28.5,75.625,2021,1,10,3.164068281770407,2776.4699172535315
28.5,76.25,2021,1,10,3.03277448069755,2661.2596068121
28.5,76.875,2021,1,10,2.872800590973203,2520.882518578986
29.0,75.625,2021,1,10,3.0580209013723296,2683.413340954219
29.0,76.25,2021,1,10,3.0397839570923404,2667.4104223485283
29.0,76.875,2021,1,10,2.7929029037721405,2450.7722980600533
29.0,77.5,2021,1,10,2.665147148304005,2338.6666226367643
29.5,75.625,2021,1,10,2.9612074932168326,2598.4595752977707
29.5,76.25,2021,1,10,2.907218272129512,2551.0840337936465
29.5,76.875,2021,1,10,2.622105248421248,2300.897355489645
30.0,75.625,2021,1,10,2.8029093992030054,2459.5529978006375
30.0,76.25,2021,1,10,2.733238137301549,2398.416465482109
30.0,76.875,2021,1,10,2.5321902916628574,2221.9969809341574
30.0,77.5,2021,1,10,2.471487685447737,2168.730443980389
30.5,75.625,2021,1,10,2.801709574413791,2458.5001515481017
30.5,76.25,2021,1,10,2.5356844997582537,2225.0631485378676
30.5,76.875,2021,1,10,2.481362984418041,2177.396018826831
28.5,75.5,2021,1,11,3.7596,3299.0490000000004
28.5,76.5,2021,1,11,3.0336,2661.984
28.5,77.5,2021,1,11,3.0634,2688.1335
29.5,75.5,2021,1,11,2.8757,2523.4267500000005
29.5,76.5,2021,1,11,3.4195,3000.61125
29.5,77.5,2021,1,11,2.7744,2434.536
30.5,75.5,2021,1,11,2.5442,2232.5355
30.5,76.5,2021,1,11,3.3149,2908.82475
30.5,77.5,2021,1,11,3.7512,3291.678
28.0,75.625,2021,1,11,3.3992952028642804,2982.8815405134055
28.0,76.25,2021,1,11,3.285151150882613,2882.720134899493
28.0,76.875,2021,1,11,3.2209435212844,2826.377939927061
28.0,77.5,2021,1,11,3.058105309158496,2683.48740878658
28.5,75.625,2021,1,11,3.5793288754222385,3140.8610881830145
28.5,76.25,2021,1,11,3.2047919656395263,2812.2049498486845
28.5,76.875,2021,1,11,3.0648689559088043,2689.422508809976
29.0,75.625,2021,1,11,3.2868249100155844,2884.1888585386755
29.0,76.25,2021,1,11,3.261421460108749,2861.8973312454273
29.0,76.875,2021,1,11,3.091652758860557,2712.9252959001387
29.0,77.5,2021,1,11,3.0139690783194526,2644.7578662253195
29.5,75.625,2021,1,11,2.980811585620489,2615.662166381979
29.5,76.25,2021,1,11,3.25439351408,2855.7303086052
29.5,76.875,2021,1,11,3.176569473223754,2787.4397127538446
30.0,75.625,2021,1,11,2.93234067389964,2573.128941346934
30.0,76.25,2021,1,11,3.115616386866347,2733.9533794752197
30.0,76.875,2021,1,11,3.3214230717537534,2914.5487454639187
30.0,77.5,2021,1,11,3.295061374212745,2891.416355871683
30.5,75.625,2021,1,11,2.715812782009765,2383.125716213569
30.5,76.25,2021,1,11,3.13506084457358,2751.0158911133167
30.5,76.875,2021,1,11,3.370705201655524,2957.7938144527216
28.5,75.5,2021,1,12,4.2432,3723.4079999999994
28.5,76.5,2021,1,12,3.4721,3046.76775
28.5,77.5,2021,1,12,3.2993,2895.13575
29.5,75.5,2021,1,12,2.7907,2448.8392500000004
29.5,76.5,2021,1,12,2.8344,2487.1859999999997
29.5,77.5,2021,1,12,2.4696,2167.0739999999996
30.5,75.5,2021,1,12,3.2232,2828.3579999999997
30.5,76.5,2021,1,12,2.5834,2266.9335
30.5,77.5,2021,1,12,3.2587,2859.5092500000005
28.0,75.625,2021,1,12,3.63415866384554,3188.974227524461
28.0,76.25,2021,1,12,3.543694191497133,3109.5916530387344
28.0,76.875,2021,1,12,3.447863840277328,3025.500519843355
28.0,77.5,2021,1,12,3.139803089474819,2755.1772110141533
28.5,75.625,2021,1,12,3.9325037862261936,3450.7720724134847
28.5,76.25,2021,1,12,3.45300420208512,3030.011187329693
28.5,76.875,2021,1,12,3.1872384757491448,2796.8017624698746
29.0,75.625,2021,1,12,3.3938864958580464,2978.1354001154355
29.0,76.25,2021,1,12,3.2924678928820232,2889.1405760039756
29.0,76.875,2021,1,12,3.03538756405564,2663.552587458824
29.0,77.5,2021,1,12,2.9675137680879864,2603.993331497208
29.5,75.625,2021,1,12,2.963281594001005,2600.279598735882
29.5,76.25,2021,1,12,2.877966684915904,2525.4157660137057
29.5,76.875,2021,1,12,2.798304581326612,2455.512270114102
30.0,75.625,2021,1,12,2.906100185841328,2550.102913075765
30.0,76.25,2021,1,12,2.822988240235048,2477.1721808062543
30.0,76.875,2021,1,12,2.7769734493317024,2436.7942017885684
30.0,77.5,2021,1,12,2.8161751116232896,2471.1936604494363
30.5,75.625,2021,1,12,3.089750287267861,2711.255877077548
30.5,76.25,2021,1,12,2.761117565850425,2422.8806640337475
30.5,76.875,2021,1,12,2.784853907690267,2443.709303998209
28.5,75.5,2021,1,13,4.278,3753.9449999999997
28.5,76.5,2021,1,13,3.2155,2821.60125
28.5,77.5,2021,1,13,3.0108,2641.977
29.5,75.5,2021,1,13,2.8013,2458.14075
29.5,76.5,2021,1,13,2.9539,2592.04725
29.5,77.5,2021,1,13,3.4277,3007.80675
30.5,75.5,2021,1,13,3.0199,2649.9622499999996
30.5,76.5,2021,1,13,2.8517,2502.36675
30.5,77.5,2021,1,13,3.7769,3314.22975
28.0,75.625,2021,1,13,3.607500186544007,3165.581413692366
28.0,76.25,2021,1,13,3.4143221970563866,2996.067727916979
28.0,76.875,2021,1,13,3.2875782547757924,2884.849918565758
28.0,77.5,2021,1,13,3.115144418730017,2733.5392274355895
28.5,75.625,2021,1,13,3.940365302024894,3457.6705525268444
28.5,76.25,2021,1,13,3.332557819034129,2924.3194862024484
28.5,76.875,2021,1,13,3.15063157290752,2764.6792052263486
29.0,75.625,2021,1,13,3.3857106510602653,2970.961096305383
29.0,76.25,2021,1,13,3.258846770323553,2859.6380409589174
29.0,76.875,2021,1,13,3.143696989420809,2758.59410821676
29.0,77.5,2021,1,13,3.177671763406851,2788.406972389512
29.5,75.625,2021,1,13,2.968149985859033,2604.5516125913014
29.5,76.25,2021,1,13,2.9471872540317667,2586.156815412875
29.5,76.875,2021,1,13,3.101690004223914,2721.7329787064846
30.0,75.625,2021,1,13,2.9079607497049564,2551.7355578660995
30.0,76.25,2021,1,13,2.9057857013045907,2549.8269528947785
30.0,76.875,2021,1,13,3.2095141887763363,2816.348700651235
30.0,77.5,2021,1,13,3.3861426124347247,2971.340142411471
30.5,75.625,2021,1,13,2.9777597790638444,2612.9842061285235
30.5,76.25,2021,1,13,2.8915530574070933,2537.337807874724
30.5,76.875,2021,1,13,3.1928769726557555,2801.749543505425
28.5,75.5,2021,1,14,3.7562,3296.0655000000006
28.5,76.5,2021,1,14,3.1901,2799.31275
28.5,77.5,2021,1,14,2.8171,2472.0052499999997
29.5,75.5,2021,1,14,2.2771,1998.1552499999998
29.5,76.5,2021,1,14,2.0815,1826.51625
29.5,77.5,2021,1,14,2.6702,2343.1004999999996
30.5,75.5,2021,1,14,1.86,1632.1499999999999
30.5,76.5,2021,1,14,2.5958,2277.8145
30.5,77.5,2021,1,14,3.7289,3272.1097499999996
28.0,75.625,2021,1,14,3.154977356769385,2768.4926305651347
28.0,76.25,2021,1,14,3.102156499606453,2722.1423284046623
28.0,76.875,2021,1,14,2.9996287164709083,2632.174198703222
28.0,77.5,2021,1,14,2.7752248592186795,2435.259813964391
28.5,75.625,2021,1,14,3.4462184432493377,3024.056683951294
28.5,76.25,2021,1,14,3.04213018912132,2669.4692409539584
28.5,76.875,2021,1,14,2.8470673026193967,2498.3015580485207
29.0,75.625,2021,1,14,2.887783528863176,2534.030046577437
29.0,76.25,2021,1,14,2.781582607929938,2440.8387384585208
29.0,76.875,2021,1,14,2.683089671564729,2354.4111867980496
29.0,77.5,2021,1,14,2.710322517156662,2378.308008804971
29.5,75.625,2021,1,14,2.3517135921858605,2063.628677143093
29.5,76.25,2021,1,14,2.333815172354042,2047.922813740672
29.5,76.875,2021,1,14,2.4824379880580434,2178.3393345209333
30.0,75.625,2021,1,14,2.1599425006014346,1895.349544277759
30.0,76.25,2021,1,14,2.2352605227730704,1961.4411087333692
30.0,76.875,2021,1,14,2.716134267501856,2383.4078197328786
30.0,77.5,2021,1,14,2.933517269542608,2574.1614040236386
30.5,75.625,2021,1,14,1.9905590341912751,1746.7155525028438
30.5,76.25,2021,1,14,2.3515574636469525,2063.491674350201
30.5,76.875,2021,1,14,2.826257498987937,2480.040955361915
28.5,75.5,2021,1,15,3.5494,3114.5984999999996
28.5,76.5,2021,1,15,2.5735,2258.24625
28.5,77.5,2021,1,15,3.0425,2669.79375
29.5,75.5,2021,1,15,2.4218,2125.1295000000005
29.5,76.5,2021,1,15,2.5368,2226.042
29.5,77.5,2021,1,15,3.0602,2685.3255
30.5,75.5,2021,1,15,2.1703,1904.43825
30.5,76.5,2021,1,15,2.9558,2593.7144999999996
30.5,77.5,2021,1,15,3.9022,3424.1805
28.0,75.625,2021,1,15,2.9980626745738146,2630.799996938522
28.0,76.25,2021,1,15,2.900788891228145,2545.4422520526973
28.0,76.875,2021,1,15,2.867602490429665,2516.3211853520306
28.0,77.5,2021,1,15,2.875290894588297,2523.0677600012305
28.5,75.625,2021,1,15,3.2742029651053643,2873.1131018799574
28.5,76.25,2021,1,15,2.734581109736713,2399.5949237939653
28.5,76.875,2021,1,15,2.760040833801773,2421.935831661056
29.0,75.625,2021,1,15,2.8399506039100806,2492.056654931095
29.0,76.25,2021,1,15,2.7199186059693887,2386.7285767381386
29.0,76.875,2021,1,15,2.772721952066931,2433.063512938732
29.0,77.5,2021,1,15,2.8980157673911515,2543.008835885735
29.5,75.625,2021,1,15,2.5117367380850566,2204.0489876696374
29.5,76.25,2021,1,15,2.5764997190034062,2260.878503425489
29.5,76.875,2021,1,15,2.7427062196134724,2406.724707710822
30.0,75.625,2021,1,15,2.4483990314542603,2148.4701501011136
30.0,76.25,2021,1,15,2.573952306103572,2258.643148605884
30.0,76.875,2021,1,15,3.068536250652937,2692.640559947952
30.0,77.5,2021,1,15,3.254103410833852,2855.4757430067048
30.5,75.625,2021,1,15,2.30100620968515,2019.1329489987188
30.5,76.25,2021,1,15,2.690996812801281,2361.349703233124
30.5,76.875,2021,1,15,3.1558413597968213,2769.2507932217104
28.5,75.5,2021,1,16,3.5342,3101.2605
28.5,76.5,2021,1,16,2.5234,2214.2835
28.5,77.5,2021,1,16,2.5387,2227.70925
29.5,75.5,2021,1,16,2.2958,2014.5644999999997
